Modulo nnlm-es-dim128-with-normalization-2
Topicos : noticiaun via colombia uniandes unisabana unimedios mas comsabana hoy 2016 estudiantes anos 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.11988956; No similar. 
 estudiantes manana regresamos feria internacional diferentes agencias extranjeras ofreciendo servic; j : 428. Sim : 0.41238573; No similar. 
 propuesta mitigar hambre mundo lleva representar colombia conozca juan casadiego labelurl  ; j : 429. Sim : 0.22045799; No similar. 
 acercan iv juegos nacionales docentes administrativos uncolombia unpalmira unmanizales unmedellin l; j : 430. Sim : 0.30445334; No similar. 
 orgulloun estudiante universidad nacional busca revivir tesoro dorado labelurl via elespectador  ; j : 431. Sim : 0.25857604; No similar. 
 jueves cantante argentina marisa martins hara parte xii concierto sinfonicaeafit labelurl  ; j : 432. Sim : 0.25940296; No similar. 
 primer dia cuaresma capellania invita comunidad universitaria imposicion ceniza so labelurl  ; j : 433. Sim : 0.3851806; No similar. 
 rt comsabana staff unisabanaradio trasnochara tener escenario listo unisabana presentacion santipar; j : 434. Sim : 0.3387607; No similar. 
 cancion grabo alfredo gutierrez llama canaguatera habla canaguate adorna paisaje  ; j : 435. Sim : 0.1199335; No similar. 
 cada dia realizan mas 1 billon busquedas google jaime h borja mediosdigitalesur  ; j : 436. Sim : 0.45210266; No similar. 
 rt comsabana foto resume dia 2 convicomsabana unisabana diversion innovacion aprendizaje ccamacho20; j : 437. Sim : 0.5207677; Baja. 
 egresadosur iniciamos primer dia talleres empleabilidad sede mederi egresadosrosaristas urosarionew; j : 438. Sim : 0.33959392; No similar. 
 catalina chacon cuenta influencia tunel creacion propio cuento dia despertaras labelurl  ; j : 439. Sim : 0.35547468; No similar. 
 modelo educativo equivocado dar mas importancia logro llega resultado jrestrp  ; j : 440. Sim : 0.10143652; No similar. 
 carlos vasco docente universidad antioquia habla impuestos ambientales diferenciados colombia label; j : 441. Sim : 0.32169068; No similar. 
 noticiaun uncolombia busca soluciones evitar danos invierno mejoracontinuaun labelurl via eltiempo ; j : 442. Sim : 0.26499683; No similar. 
 rt benefiteam orgullosos ser parte carrera hacer carrera mepongolostenis senekuniandes uniandes lab; j : 443. Sim : 0.302721; No similar. 
 rt clinunisabana segunda causa mortalidad colombia ataques cerebro vasculares articulo jgorthos lab; j : 444. Sim : 0.23858167; No similar. 
 rt unisabanaradio juan camilo giraldo profesor comsabana cuenta experiencia unisabana opencampus201; j : 445. Sim : 0.4722199; No similar. 
 rt comsabana hoy tercer ultimo dia convicomsabana unisabana alumno disfruten maximo labelurl  ; j : 446. Sim : 0.5581078; Baja. 
 yoleo libros revistas direccion publicaciones presenta nuevo catalogo virtual unisabana labelurl  ; j : 447. Sim : 0.28628004; No similar. 
 noticiaun listo equipo lideres max planck colombia maxplanckpress vriun labelurl unimedios labelurl; j : 448. Sim : 0.4354341; No similar. 
 cema urosario ocupa primer lugar premio nacional corazones responsables 2016 labelurl labelurl  ; j : 449. Sim : 0.15158214; No similar. 
 noticiaun uncolombia unica universidad latina foro fao faoknowledge labelurl via unimedios  ; j : 450. Sim : 0.55413085; Baja. 
 sueno nace tras rehabilitacion clinunisabana vida despues ataque cerebro vascular labelurl  ; j : 451. Sim : 0.28534895; No similar. 
 rt jrestrp orgulloso urosarionews 1anoconectados traves urosarioradio gran impacto comunidad academ; j : 452. Sim : 0.26539984; No similar. 
 noticiaun premian primera aplicacion digital industria petrolera pais unmedellin ministeriotic labe; j : 453. Sim : 0.3928285; No similar. 
 tras 10 minutos inactividad computador utiliza salvapantallas momento conectarnos plane labelurl  ; j : 454. Sim : 0.12543093; No similar. 
 rt comsabana asi sera parte cierre 2periodismou unisabana cortesia bienestarsabana atentos labelurl; j : 455. Sim : 0.49388045; No similar. 
 proximo 18 agostobar emprendimiento dejes pasar oportunidad creatividad network emprendimiento labe; j : 456. Sim : 0.26114315; No similar. 
 colibri coruscans hace parte 77 especies diario visitan campus universidad labelurl  ; j : 457. Sim : 0.17491454; No similar. 
 politica publica equivocada pensar subsidios van sobrevivir empresas asi conviert labelurl  ; j : 458. Sim : 0.36027488; No similar. 
 articulo unperiodico colombia vive gran momento esperanza entrevista eric aubier labelurl  ; j : 459. Sim : 0.3001671; No similar. 
 videojuegos estan convirtiendo grandes retos pedagogicos ensenanza jaime h borja mediosdigitalesur ; j : 460. Sim : 0.47319627; No similar. 
 67 colombianos apoya solucion negociada conflicto conozca conclusiones barometro americas labelurl ; j : 461. Sim : 0.2848489; No similar. 
 uncolombia solicita desviar regalias ciencia desarrollar carreteras juanmansantos labelurl via eles; j : 462. Sim : 0.33832145; No similar. 
 rt hernanolano listos vii encuentro internacional historia derecho unisabana derechousabana erikafo; j : 463. Sim : 0.16231285; No similar. 
 rt hernanolano hoy tambien elnuevosiglo opinion iglesia terrorismo labelurl unisabana vaticanes new; j : 464. Sim : 0.5093012; Baja. 
 rt comsabana diasincarroysinmoto si quieren disfrutar paisajes invitamos regresar bogota unisabana ; j : 465. Sim : 0.31127614; No similar. 
 rt oaduniandes ayeryhoy recordando sitios mas historia campus piscina throwbackthursday tbt labelur; j : 466. Sim : 0.34641087; No similar. 
 hoy cumplen 57anoseafit gracias comunidad universitaria anos aportes desarrollo pais  ; j : 467. Sim : 0.42276895; No similar. 
 colombia pais ideal lograr gran exito frente problema latinoamerica sbarquera  ; j : 468. Sim : 0.41555378; No similar. 
 esperamos parte impuestos grandes obras puedan invertir proyectos poblaciones pobres  ; j : 469. Sim : 0.17805408; No similar. 
 ano universidad recibio estudiantes aulas mejoradas adaptadas retos actuales 57anoseafit labelurl  ; j : 470. Sim : 0.37550992; No similar. 
 jornada preventiva cancer realizara plazoleta estudiante dias 9 10 agosto espera labelurl  ; j : 471. Sim : 0.38398165; No similar. 
 hoy urosario sale plazoleta gente ciudad entra urosario jrestrp enriquepenalosa labelurl  ; j : 472. Sim : 0.20898864; No similar. 
 andreairh estudiantes profesores comunidad celebrando dia tierra sembrando futuro urosarionews  ; j : 473. Sim : 0.3973604; No similar. 
 articulo edicion diciembre unperiodico presupuesto universidades publicas sigue caida libre labelur; j : 474. Sim : 0.44240695; No similar. 
 noticiaun andes universidad nacional mejores america latina labelurl via eltiempo orgulloun  ; j : 475. Sim : 0.4751447; No similar. 
 quiero dar certeza hablando proceso desarrollo interior gobierno grnaranjo elretodelajep  ; j : 476. Sim : 0.047965266; No similar. 
 hoy filbo2017 editorialeafit presenta libros eduardo escobar julio cesar londono  ; j : 477. Sim : 0.27040243; No similar. 
 endirectosabana camaras periodistas directo tomaron centro bogota esperen pronto fotografias  ; j : 478. Sim : 0.3709422; No similar. 
 elpapaencolombia sabe mas padre euclides eslava reto voluntarios trivia felicitaciones labelurl  ; j : 479. Sim : 0.26872572; No similar. 
 plebiscito opinion hernanolano eltiempo dia colombia voto primera vez plebiscito labelurl  ; j : 480. Sim : 0.26264322; No similar. 
 universidad rosario hara parte equipo elegira mejor organizacion colombiana 2017 labelurl  ; j : 481. Sim : 0.33177632; No similar. 
 rt alumnisabana graduado unisabana invitamos participar vii torneodefutbol alumnisabana inscribe eq; j : 482. Sim : 0.17343237; No similar. 
 tres formas generar riqueza ninguna sostenible medio ambiente claudialopez lowcarboncity  ; j : 483. Sim : 0.027966358; No similar. 
 rt maestriaderintl gusta derecho internacional participa brown bag lubch icetex unisabana labelurl ; j : 484. Sim : 0.22882076; No similar. 
 procesodepaz factor importante mejorar reputacion colombia fpradori informe paises iberoam labelurl; j : 485. Sim : 0.34360766; No similar. 
 unisabanaradio continua especiales musica sacra programa in crescendo podcast sabado labelurl  ; j : 486. Sim : 0.3857657; No similar. 
 hoyeneafit desarrolla coloquio doctoral cladea 60 asistentes latinoamerica espana unidos labelurl  ; j : 487. Sim : 0.38273057; No similar. 
 mecanismos sancion tal vez mas ideales bully herramientas pedagogicas poderosas labelurl  ; j : 488. Sim : 0.2989619; No similar. 
 visionamos nacion sostenible guiada ciencia tecnologia innovacion cesar ocampo colciencias labelurl; j : 489. Sim : 0.31885755; No similar. 
 rt endirectosabana equipo directo trabajando segundo dia opencampus2017 esperamos edificio k period; j : 490. Sim : 0.31468973; No similar. 
 solo ser seleccionado vivir experiencia inigualable abrira puertas futuro soyuniandino labelurl  ; j : 491. Sim : 0.20126753; No similar. 
 grupo solidos porosos calorimetria uniandes respondera tecnnovauee aprovechar aguas lluvia labelurl; j : 492. Sim : 0.26708463; No similar. 
 rt discuniandes forosisis vice marisabelmejia habla nueva politica publica seguridadti digital labe; j : 493. Sim : 0.1447758; No similar. 
 rt gacarreras jovenes colombianos consideran corrupcion cancer colombia afirma estudio unisabana la; j : 494. Sim : 0.47191325; No similar. 
 noticiaun qs rank ratifica mejor colombia topunis labelurl infopresidencia mwassermannl ginaparody ; j : 495. Sim : 0.32779777; No similar. 
 rt obsdemocracia atencion florencia 7 marzo compartiremos ustedes resultados barometroamericas2016 ; j : 496. Sim : 0.33972943; No similar. 
 empresarios tarea hacer auto reflexion si caen trampa mercado productividad  ; j : 497. Sim : 0.20077753; No similar. 
 idea literatura comienza cambiar paso tiempo idea destino puede transformar  ; j : 498. Sim : 0.024311334; No similar. 
 acuerdos habana ve intencion desarrollar temas constitucion 91 julio gonz labelurl  ; j : 499. Sim : 0.4410288; No similar. 
 necesario estimular inversion traves mas diversos canal acciones carlosholmestru lospresidenciables; j : 500. Sim : 0.4630524; No similar. 
 390 medellinenses podran formarse temas urbanismo seguridad gestion publica participacion labelurl ; j : 501. Sim : 0.3605568; No similar. 
 rt comsabana horarios informacion puede ser util alumnos comsocialy comaudiovisual unisabana labelu; j : 502. Sim : 0.44648814; No similar. 
 rt usembassybogota llego mayapo mision humanitaria promesacontinua2017 juntosporlaguajira armadacol; j : 503. Sim : 0.32861966; No similar. 
 noticiaun fisicos exploran ultimo hallazgo colisionador hadrones labelurl via unimedios labelurl  ; j : 504. Sim : 0.4477929; No similar. 
 noticiaun aroma guanabana podria utilizarse alimentos perfumeria unmedellin labelurl vi labelurl  ; j : 505. Sim : 0.17296983; No similar. 
 donaciones generosas logran jovenes brillantes talentosos accedan uniandes solidaridaduniandes labe; j : 506. Sim : 0.2418735; No similar. 
 uniandes recibe carro electrico crear consciencia cuidado medio ambiente labelurl labelurl  ; j : 507. Sim : 0.21598953; No similar. 
 noticiaun bogota volvio brillar juegos nacionales unmanizales labelurl via unimedios  ; j : 508. Sim : 0.6220338; Baja. 
 rt jeronimorivera charla jocantaro mutantes tan taquillera presentara 2 auditorios unisabanaprogram; j : 509. Sim : 0.2099128; No similar. 
 hablamos revolucion ciudadana refundacion ecuador guillaumelong logrosyretosecuador cancilleriaec e; j : 510. Sim : 0.26173308; No similar. 
 rt usingenieria unisabanashellecomarathon2017 decana elizabeth cabra rojas esabana17 sema2017 foto ; j : 511. Sim : 0.2021572; No similar. 
 noticiaun reducir conflictos ambientales tarea pendiente colombia labelurl via unimedios labelurl  ; j : 512. Sim : 0.4622359; No similar. 
 representantes nacionales coronan subcampeones modalidad ultimate juegos mundiales 2017 labelurl  ; j : 513. Sim : 0.172214; No similar. 
 articulo unperiodico limpian residuos cianuro deja mineria oro labelurl via labelurl  ; j : 514. Sim : 0.26952937; No similar. 
 noticiaun brillo solar decathlon unmedellin orgulloun solardecathlon labelurl via unimedios  ; j : 515. Sim : 0.35988897; No similar. 
 noticiaun meteoritos revelan datos superficie lunar astronomiaoan labelurl via unimedios labelurl  ; j : 516. Sim : 0.20029107; No similar. 
 rt clinunisabana residentes clinunisabana reciben primer puesto iiicongreso panamericano neurorehab; j : 517. Sim : 0.05424556; No similar. 
 noticiaun drone apagar incendios forestales orgulloun unmedellin labelurl via unimedios  ; j : 518. Sim : 0.36198443; No similar. 
 ingenieros mecanicos estudian tecnologias orfebres prehispanicos develan sofisticadas tecnicas labe; j : 519. Sim : 0.30611598; No similar. 
 vamos hacer impecable recursos van hospitales 30 colegios enriquepenalosa  ; j : 520. Sim : 0.080458395; No similar. 
 rt oaduniandes ayeryhoy camino bloque k actualmente departamento arquituniandes uniandes throwbackt; j : 521. Sim : 0.38249898; No similar. 
 presidente turco recep tayyip erdogan oportunidad mediar palestina israel labelurl labelurl  ; j : 522. Sim : 0.2347786; No similar. 
 rt oaduniandes ayeryhoy vista bloque w remodelacion actualmente economiauandes uniandes throwbackth; j : 523. Sim : 0.3685399; No similar. 
 noticiaun estacion cable sera restaurada unmanizales labelurl launcuenta mincultura vi labelurl  ; j : 524. Sim : 0.357499; No similar. 
 colombia envejece faltan manos cuidado dr robinson cuadros encuentrofrancocolombianodegeriatria lab; j : 525. Sim : 0.2672932; No similar. 
 colombia envejeciendo espera jgorthos director general clinunisabana labelurl via espectadorblogs  ; j : 526. Sim : 0.24016272; No similar. 
 rt discuniandes pierda 10 febrero sustentacion doctoral jaime chavarriaga inguniandes labelurl labe; j : 527. Sim : 0.17987409; No similar. 
 momento filbogota presenta libro cartas joven ensayista efren giraldo labelurl  ; j : 528. Sim : 0.23066463; No similar. 
 drogas seguridad postconflicto vice mindefensa anibal fernandez soto foroungasscol labelurl  ; j : 529. Sim : 0.32012656; No similar. 
 unperiodico articulo parques tecnologicos ecosistema innovacion labelurl maurotov via unimedios  ; j : 530. Sim : 0.50339305; Baja. 
 tecnicas profesionales cocina colombiana libro filbo2017 eicea aman gastronomia labelurl  ; j : 531. Sim : 0.33120343; No similar. 
 rt comsabana comsabanaenfilbo felices profesor jeronimorivera filbogota cinefilia 3pm unisabana l  ; j : 532. Sim : 0.46754107; No similar. 
 noticiaun hallan colombia fragmentos meteorito extinguio dinosaurios labelurl via unimedios  ; j : 533. Sim : 0.4868761; No similar. 
 momento pereira orquesta sinfonicaeafit conmemora 50 anos departamento risaralda t labelurl  ; j : 534. Sim : 0.33491185; No similar. 
 rt obsdemocracia opinion codirector labelurl migarcias analiza revistasemana abstencionismo colombi; j : 535. Sim : 0.2591709; No similar. 
 articulo unperiodico guajira punta iceberg desnutricion colombia labelurl via unimedios  ; j : 536. Sim : 0.5225869; Baja. 
 unperiodico articulo crisis energetica oculta problemas estructurales resolver labelurl unimedios  ; j : 537. Sim : 0.29401544; No similar. 
 noticiaun bogota camino ser desierto concreto labelurl territorioun via unimedios labelurl  ; j : 538. Sim : 0.49790317; No similar. 
 colombia us workshop on nanotechnology 14 15 febrero 2017 labelurl labelurl  ; j : 539. Sim : 0.2891141; No similar. 
 escuchando doctor benjamin rodriguez iturbe conocemos historia paises filbo2017 labelurl  ; j : 540. Sim : 0.34711635; No similar. 
 rt obsdemocracia colombia conservadora actitudes progresistas detras polemica cartillas labelurl ht; j : 541. Sim : 0.37061578; No similar. 
 gobierno farc aceptaron plebiscitopero caracter vinculante parte presidente carlosholmestru  ; j : 542. Sim : 0.17756799; No similar. 
 noticiaun jovenes extranjeros escogieron estudiar 2016 labelurl launcuenta unimedios oriun  ; j : 543. Sim : 0.5111661; Baja. 
 rt comsabana felizjueves visitantes opencampus2017 hoy conoceran detalle comsabana edificiok u  ; j : 544. Sim : 0.30052492; No similar. 
 rt oaduniandes ayeryhoy perspectiva bloque k actual departamento arquituniandes uniandes throwbackt; j : 545. Sim : 0.298286; No similar. 
 rt oaduniandes ayeryhoy interior edificio aulas funciona libreria uniandes throwbackthursday labelu; j : 546. Sim : 0.2845852; No similar. 
 perspectivas comportamiento individual deben ser vistas insumo politicas ambientales labelurl  ; j : 547. Sim : 0.13503328; No similar. 
 relacion medicopacientepor encima reformas sistema salud jgorthos director clinunisabana labelurl  ; j : 548. Sim : 0.16257721; No similar. 
 testimonio victor colmenares paciente lesion medular rehabilitacion pir clinicaunisabana labelurl  ; j : 549. Sim : 0.23540704; No similar. 
 rt tuiteretera deportistas logrado cosas increibles apoyoimaginan harian si mepongolostenis labelur; j : 550. Sim : 0.25982967; No similar. 
 profesor comsabana jeronimo rivera presenta libro cinefilia gusto calidad labelurl  ; j : 551. Sim : 0.05851834; No similar. 
 noticiaun promover aportes paises asiaticos nace red asiaamerica latina labelurl  ; j : 552. Sim : 0.3593963; No similar. 
 rt oaduniandes enlamemoria eduardo sarmiento palacios 1940 decano economiauandes uniandes labelurl ; j : 553. Sim : 0.3283814; No similar. 
 articulo unperiodico africa necesita respuestas agiles problemas acuciantes labelurl via labelurl  ; j : 554. Sim : 0.3790834; No similar. 
 unperiodico articulo soporte cientifico reserva van der hammen labelurl gonzaloandradec labelurl  ; j : 555. Sim : 0.20352212; No similar. 
 rt comsabana alumnos egco 20161 hoy exposiciones publicidad market unisabana labelurl  ; j : 556. Sim : 0.42982468; No similar. 
 hambre problema ajeno antonomasia solemos pensar hacemos sabemos hacia  ; j : 557. Sim : 0.041420143; No similar. 
 unperiodico articulo nuevo metodo detecta depositos oro plata labelurl unmedellin labelurl  ; j : 558. Sim : 0.29298922; No similar. 
 rt inguniandes hoy esperando seminario futures promise keep up labelurl discuniandes labelurl  ; j : 559. Sim : 0.26901472; No similar. 
 noticiaun matematicas ayudan estudiar comportamiento dengue unperiodico labelurl via unimedios  ; j : 560. Sim : 0.48324814; No similar. 
 rt vriun suspension servicios siun dirsinab bdigitalun hermesun puente festivo labelurl  ; j : 561. Sim : 0.2833301; No similar. 
 viviendo paris estudiantes eicea ieseg school of management internationalfashionbusiness labelurl  ; j : 562. Sim : 0.34446704; No similar. 
 interacpedia plataforma eafitense santiago lalinde quiere transformar innovacion educacio labelurl ; j : 563. Sim : 0.28295934; No similar. 
 articulo unperiodico peligros darle espalda rio labelurl colombia via unimedios labelurl  ; j : 564. Sim : 0.5022694; Baja. 
 rt behrentz hoy sesionsolemne ingenieriasci condecoraciones juliogaravito dianaespinosabu uniandes ; j : 565. Sim : 0.19004387; No similar. 
 historia america latina ven esfuerzos paises cambiar constituciones mandatos  ; j : 566. Sim : 0.3122887; No similar. 
 rt unisabanaradio chef carlos gaviria habla historia libro filbo2017 unisabana labelurl  ; j : 567. Sim : 0.29838133; No similar. 
 uso medicinal marihuana mas dudas certezas ausencia estudios concluyentes labelurl labelurl  ; j : 568. Sim : 0.05924311; No similar. 
 rt jeronimorivera comparto entrevista hicieron manana libro cinefilia editado unisabana labelurl  ; j : 569. Sim : 0.17218843; No similar. 
 becarios estudiantes serpilopaga recibieron computadores lenovocolombia amigosunisabana direccion c; j : 570. Sim : 0.33544663; No similar. 
 cideruniandes mincultura creen riqueza mas bella mompox gente patrimonio labelurl  ; j : 571. Sim : 0.18971384; No similar. 
 biologia computacional usa informatica resolver problemas medicina ingenieria genetica labelurl  ; j : 572. Sim : 0.28754184; No similar. 
 rt usembassybogota aclara dudas postulacion beca fulbrightcol proximo 30 mayo labelurl labelurl  ; j : 573. Sim : 0.19995105; No similar. 
 dia mundial tabaco 2017 poder adictivo cigarrillo comparable heroina labelurl  ; j : 574. Sim : 0.20074092; No similar. 
 momento taller contar hambre herramientas enfrentar problema urgente ofrecen  ; j : 575. Sim : 0.12098218; No similar. 
 rt guapacho mercedes corren ayudar uniandes quiere donar beca labelurl mepongolostenis labelurl  ; j : 576. Sim : 0.24020693; No similar. 
 noticiaun innovacion vivelab destaca america latina vivelabbogota labelurl via unimedios labelurl  ; j : 577. Sim : 0.46777633; No similar. 
 colombia volumen suficiente compania venga invertir carlos alberto jesus labelurl  ; j : 578. Sim : 0.2898286; No similar. 
 rt alumnisabana estudiante admondeempresas participa charlacorporativa graduadosemprendedores manan; j : 579. Sim : 0.25102225; No similar. 
 rt omarralba si contento cambiarlo christian byfield tedxlasaguas uniandes admonuniandes  ; j : 580. Sim : 0.10778397; No similar. 
 rt apgguzman unisabana empezamos hacer lio hoy voluntarios pontifexes bogota labelurl  ; j : 581. Sim : 0.41405842; No similar. 
 paraleer muletas plegables facilitan movilidad usuarios unmedellin orgulloun labelurl via labelurl ; j : 582. Sim : 0.24740274; No similar. 
 noticiaun comienza preparacion vida universitaria 2016 unmanizales labelurl via unimedios  ; j : 583. Sim : 0.70897096; Media. 
 noticiaun llegaran 150 docentes extranjeros oriun unmanizales labelurl via unimedios  ; j : 584. Sim : 0.58802575; Baja. 
 vivimos momento mejores maneras controlar riesgos desastre siguen existiendo  ; j : 585. Sim : 0.10265973; No similar. 
 premios obras cemex 2016 exalta do profesores egresado andes labelurl labelurl  ; j : 586. Sim : 0.33921784; No similar. 
 apoyamos educacion mas brillantes ir uniandes eduardo pacheco solidaridaduniandes labelurl  ; j : 587. Sim : 0.44578695; No similar. 
 urrevista historia detras ruptura artistica 1957 colombia balazo critica labelurl  ; j : 588. Sim : 0.3509459; No similar. 
 premios obras cemex 2016 exalta do profesores egresado andes labelurl labelurl  ; j : 589. Sim : 0.33921784; No similar. 
 jueves sinfonicaeafit espera v concierto temporada 2017 mass in blue labelurl  ; j : 590. Sim : 0.22605011; No similar. 
 calendario misas colombia ocasion fiesta san josemaria escriva balaguer labelurl  ; j : 591. Sim : 0.46046436; No similar. 
 eafitenses sabado filarmed invita concierto obertura cazador furtivo tmetropolitano labelurl  ; j : 592. Sim : 0.1600863; No similar. 
 conclusion verdad problema educacion resuelva mas inversion necesitamos transformar labelurl  ; j : 593. Sim : 0.37597373; No similar. 
 autismo analisis caso birger sellin quiero dejar ser dentro labelurl labelurl  ; j : 594. Sim : 0.18709366; No similar. 
 unisabana universidad privada mejor reputacion colombia rank merco 2016 labelurl  ; j : 595. Sim : 0.58124566; Baja. 
 conoce mas proyecto busca corregir deficit proteccion tripulaciones aereas labelurl labelurl  ; j : 596. Sim : 0.31482816; No similar. 
 rt behrentz mejorar toma decisiones sistema penal acusatorio respuesta inguniandes labelurl  ; j : 597. Sim : -0.07364156; No similar. 
 eliminar estratos sociales focalizar eficientemente subsidios juan miguel gallego labelurl  ; j : 598. Sim : 0.18840566; No similar. 
 egresadoun sede bogota actualiza datos gana premios tiendaun formulario labelurl  ; j : 599. Sim : 0.10603892; No similar. 
 penetracion contrabandodecigarrillo 5 ciudades mayor consumo colombia 32 blanca lloren labelurl  ; j : 600. Sim : 0.4440685; No similar. 
 noticiaun hospital admisiones especiales hitos gestion labelurl launcuenta via unimedios  ; j : 601. Sim : 0.47756857; No similar. 
 detroit ustedes paula riveros estudiante usingenieria volante carro participa labelurl  ; j : 602. Sim : 0.2875433; No similar. 
 educacionun do universidades colombianas mejores administracion orgulloun labelurl via revistaseman; j : 603. Sim : 0.4736994; No similar. 
 rt comsabana gracias acompanaron cinetonalabog lanzamiento cinefilia 5to libro jeronimorivera  ; j : 604. Sim : 0.17982253; No similar. 
 saludun lesiones tobillo mas afectan gimnastas labelurl dirbienestarun unimedios todossomosbienesta; j : 605. Sim : 0.35147685; No similar. 
 rt unisabanaradio queridos estudiantes cucuta manana visitandolos cuidad vemos unisabana  ; j : 606. Sim : 0.5993233; Baja. 
 frase especial hoy jornadas preparacion voluntarios apoyaran tareas logisticas d labelurl  ; j : 607. Sim : 0.4476958; No similar. 
 trabajamos mas becas deportistas uniandes labelurl mepongolostenis bravissimocity arribabogota revi; j : 608. Sim : 0.42272845; No similar. 
 rt obsdemocracia atender problemas seguridad retosdeldespues posconflicto sepa mas labelurl http  ; j : 609. Sim : 0.19074374; No similar. 
 republica vs populismo gloria alvarez experta temas gobierno populismo labelurl labelurl  ; j : 610. Sim : 0.23944719; No similar. 
 gran error cometimos montamos fiesta bonanza materias primas ivanduque labelurl  ; j : 611. Sim : 0.1496702; No similar. 
 choco alza voz situacion departamento tras paro civico labelurl aldiaconelnova labelurl  ; j : 612. Sim : 0.2643285; No similar. 
 rt senekuniandes revive mejores momentos carrera becar talentos deportivos labelurl dejohuella labe; j : 613. Sim : 0.2862742; No similar. 
 rt dialogomayortv significado 100 anos diplomacia indigena colombia comunidadindigena canalunoco la; j : 614. Sim : 0.4388708; No similar. 
 nelson cardozo representante programa serpilopaga habla estudiantes usingenieria direccioncentral l; j : 615. Sim : 0.24084175; No similar. 
 usar ingenieria industrial mejorar toma decisiones sistema penal acusatorio labelurl  ; j : 616. Sim : 0.037247863; No similar. 
 rt uniandesicya ultimo dia consejeriaacademica contacta asesor solucionar dudas carrera labelurl  ; j : 617. Sim : 0.32927248; No similar. 
 minutos silvia gomez greenpeacecolom manuel guzman hennessey dialogomayortv canalunoco labelurl  ; j : 618. Sim : 0.40291315; No similar. 
 desarme farc decision fundamental analisis angelika rettberg entrega armas labelurl  ; j : 619. Sim : 0.29375806; No similar. 
 urosarioteescucha brindamos orientacion acompanamiento si afrontando alguna situacion violencia lab; j : 620. Sim : 0.29220676; No similar. 
 continua mammedellin taller contar hambre martincaparros fundacionexito periodistas diverso labelur; j : 621. Sim : 0.22010872; No similar. 
 noticiaun obra andy warhol muestra contexto unmedellin labelurl via unimedios labelurl  ; j : 622. Sim : 0.33922267; No similar. 
 rt concejodebogota 91 empresarios considera corrupcion contratacion dir transparenciaco catedrasx  ; j : 623. Sim : 0.32003433; No similar. 
 rt bienestarsabana unisabana pioneros dentro universidades beneficiar estudiantes mibicipostobon ht; j : 624. Sim : 0.37465787; No similar. 
 asi despierta zonas mayor importancia lechera colombia conozca detalles labelurl labelurl  ; j : 625. Sim : 0.24450165; No similar. 
 hacemos ciudad hacemos medio lograr manera vivir enrique penalosa  ; j : 626. Sim : 0.15096927; No similar. 
 noticiaun premio manuel ponce leon ingeniero civil labelurl unimedios orgulloun labelurl  ; j : 627. Sim : 0.4183884; No similar. 
 terrorismo delito trascendencia intencion producir miedo juan carlos alvarez labelurl  ; j : 628. Sim : 0.20936191; No similar. 
 hoy ceremonia entrega premio empresario colombiano ano 2016 labelurl revistadinero labelurl  ; j : 629. Sim : 0.38613877; No similar. 
 rt inversionangel casos exito aportarle innovacion experiencias red grupoorbis bancolombia  ; j : 630. Sim : 0.2775436; No similar. 
 quiero vean hoja vida comparen demas politicos colombia enriquepenalosa  ; j : 631. Sim : 0.39485025; No similar. 
 conoce oportunidad profundizar area especifica dar valor agregado perfil labelurl labelurl  ; j : 632. Sim : -0.01821276; No similar. 
 listos lanzamiento doctor benjamin rodriguez iturbe trump barril diogenes labelurl  ; j : 633. Sim : 0.28650594; No similar. 
 violencia embarazo adolescente influyen enfermedades vejez dr jose gomez labelurl  ; j : 634. Sim : 0.29983547; No similar. 
 rt jrestrp celebrando ano creacion labfinanzasur urosarionews gracias business gsccolombia labelurl; j : 635. Sim : 0.36705637; No similar. 
 rt obsdemocracia envivo migarcias expone resultados barometroamericas2016 radio uniamazonia escuche; j : 636. Sim : -0.0011664272; No similar. 
 launcuenta facultad medicina recibe acreditacion alta calidad 10 anos labelurl labelurl  ; j : 637. Sim : 0.26383352; No similar. 
 hoy tmetropolitano recibe sinfonicaeafit vi concierto temporada 2017 esperamos labelurl  ; j : 638. Sim : 0.075612634; No similar. 
 somosorgulloun lazarillo app creada estudiante unmanizales ayudar personas situacion labelurl  ; j : 639. Sim : 0.30461314; No similar. 
 rt comsabana felizmiercoles hacen parte acreditacioncam mineducacion vive pei unisabana labelurl  ; j : 640. Sim : 0.3475077; No similar. 
 tarde entender gente busca prueba fisicamente enferma solo subconsciente labelurl  ; j : 641. Sim : 0.2175175; No similar. 
 comunidades ancestrales negras indigenas simplemente existen constitucion selnich vivas labelurl  ; j : 642. Sim : 0.3152801; No similar. 
 rt aniromerowills siguen registrandose jovenes voluntarios unisabana cardenalruben episcopadocol el; j : 643. Sim : 0.42881945; No similar. 
 jornada reflexion 25 anos constitucion 25cp comienza analisis proteccion u labelurl  ; j : 644. Sim : 0.51160985; Baja. 
 jovenes ustedes construiran pais distinto deber reconocer cambiar historia  ; j : 645. Sim : 0.34034514; No similar. 
 esforzamos traer mejor talento humano formar ilustradores republica jrestrp  ; j : 646. Sim : 0.09472361; No similar. 
 rt diebun justo reconocer inventores uncolombia logran innovacion desarrollo camp t p labelurl  ; j : 647. Sim : 0.25751445; No similar. 
