Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy paz rector universidad pm manana via be colombia esperamos juan conferencia 
 rt biblioeafit ser lectores comic ven manana miercoles eafit sabras aula fabricato bloque 27 primer; j : 1. Sim : 0.5276047; Baja. 
 gran leccion 2 octubre podemos tener proceso espaldas sector pais ivanduque lapazesposible  ; j : 497. Sim : 0.47233504; No similar. 
 hoy unradio25anos estara teatro bogota participando tertulia juglares historias canto vallenato lab; j : 498. Sim : 0.48497605; No similar. 
 eafit talleres extraclase dirigidos ninos 8 12 anos comenzaran 8 agosto ver mas labelurl  ; j : 499. Sim : 0.40084577; No similar. 
 conferencia pedimos trabajadores llegaron personas junio 15 615 pm 800 pm labelurl  ; j : 500. Sim : 0.27206543; No similar. 
 rt jrestrp 1er concurso intercolegial filotube explica problema filosofico video universidad rosari; j : 501. Sim : 0.3720664; No similar. 
 cortometraje cuenta historia cecilia quiroga zona rural puente nacional santander disfrutelo labelu; j : 502. Sim : 0.33896664; No similar. 
 hoy colectivo artistico cuerpo habla rindio homenaje debora arango campus eafit  ; j : 503. Sim : 0.4756719; No similar. 
 rt behrentz hoy seguimos gradosuniandes uniandes egobuniandes economiauandes admisionuandes felicid; j : 504. Sim : 0.37311888; No similar. 
 trabajar pagar lavadora descubra historia familia zona rural puente nacional colombia labelurl  ; j : 505. Sim : 0.296138; No similar. 
 hoy hablan jovenes reto construir colombia oportunidades lapazenfoco institucionaltv unimedios pien; j : 506. Sim : 0.39238614; No similar. 
 discapacidad forma ver mundo aprender daniela galindo tedxunisabana stream via eltiempo labelurl  ; j : 507. Sim : 0.41211003; No similar. 
 rt isvimed instituto fiesta gracias articulacion eafit graduando 14 habitantes proyecto aurora p  ; j : 508. Sim : 0.4264812; No similar. 
 eafit talleres extraclase dirigidos ninos 8 12 anos comenzara 8 agosto ver mas labelurl  ; j : 509. Sim : 0.41240492; No similar. 
 rt jrestrp mas valioso reto urosarionews cesaedu comprometieron fortalecer movilidad bicicleta bogo; j : 510. Sim : 0.34157354; No similar. 
 rt educaunisabana inicio conferencia virtual integrar familia escuela reto educadores unete unisaba; j : 511. Sim : 0.3890484; No similar. 
 rt eltiempo eafit celebra 100 anos considerada primera interpretacion canto antioqueno labelurl med; j : 512. Sim : 0.4905268; No similar. 
 planteamiento expresidente quiere ayudar salvar acuerdo alvaro uribe mas confrontado proceso  ; j : 513. Sim : 0.3628132; No similar. 
 noticiaun universidades eje cafetero investigan red consolidar paz unmanizales labelurl via unimedi; j : 514. Sim : 0.36180755; No similar. 
 educacion practica aporta creacion nuevo conocimiento interior empresa educontinuapuj foro universi; j : 515. Sim : 0.35432816; No similar. 
 rt psicosabana1 valor servir columna juan pablo angulo estudiante psicosabana1 diegoefrenroca unisa; j : 516. Sim : 0.4392192; No similar. 
 uniandes campeona regional elsa moot court competition on wto law 2017 labelurl labelurl  ; j : 517. Sim : 0.37110144; No similar. 
 rt fiafest atencion tercerfiafest amplio plazo inscripciones pueden inscribir cortos 15 marzo  ; j : 518. Sim : 0.28266352; No similar. 
 rt admonuniandes foro educacionenvalores construimos paz escuela labelurl abril 6 2017 700 be 600  ; j : 519. Sim : 0.4827268; No similar. 
 atencion manana 1000 be realizara implosion bloque 31 ver informacion cierres labelurl  ; j : 520. Sim : 0.5209388; Baja. 
 normal ustedes hacen parte promedio procesos paz exitosos mayoria tpaffenholz investigacionesparala; j : 521. Sim : 0.375178; No similar. 
 obra tambien presente conflicto armado colombiano reflejo toco vivir juan lui labelurl  ; j : 522. Sim : 0.41668412; No similar. 
 universidad eafit realiza mision academica japon colaboracion universidad meiji via cancilleriacol ; j : 523. Sim : 0.6633879; Baja. 
 talento cinco jovenes colombianos estara exposicion eafit muestra artistica umbral 17 labelurl  ; j : 524. Sim : 0.45901346; No similar. 
 sociedad debe ser garante derechos nins adolescentes tambien entornos digitales caropineros labelur; j : 525. Sim : 0.20879574; No similar. 
 hoy mapa objetivo claro docencia queremos hacer enfasis experiencia universitaria juan labelurl  ; j : 526. Sim : 0.51908326; Baja. 
 rt apgguzman ahora unisabana eltiempo director robertopomboh instala conversatorio visita apostolic; j : 527. Sim : 0.44165275; No similar. 
 hoy presenta programa atenea iniciativa renovara suite academica procesos manejo infor labelurl  ; j : 528. Sim : 0.33204457; No similar. 
 propuesta debe ser construir paz destruir acuerdo habla monica hurtado derechousabana labelurl  ; j : 529. Sim : 0.27736464; No similar. 
 ley procedimientoabreviado da pasos hacia reforma politica criminal nestor humberto martinez labelu; j : 530. Sim : 0.466674; No similar. 
 orden autoridad bienestar defensa valores pilares eventual asamblea constituyente aordonezm lospres; j : 531. Sim : 0.251452; No similar. 
 rt ctaunisabana felicitamos nuevos magister unisabana informatica educativa proyectos educativos me; j : 532. Sim : 0.30341265; No similar. 
 hoy ii foro internacional paz desafios encuentro sociedad civil fuerzas militares labelurl  ; j : 533. Sim : 0.3781371; No similar. 
 rt vocesrcn realidad indica vamos mas cerca 2 crecimiento economico 3 porcentaje alto regio  ; j : 534. Sim : 0.23649241; No similar. 
 rt behrentz unidos educacion cumplimos meta quieroestudiar uniandes gracias filantropos colombianos; j : 535. Sim : 0.28181884; No similar. 
 llegan eafit conferencias ciclosiete esperamos hoy bloque 38101 600 pm informacion labelurl  ; j : 536. Sim : 0.5250143; Baja. 
 agendauniandes mindfulness yoga oportunidades construccion paz 19 mayo 2017 730 be labelurl  ; j : 537. Sim : 0.46796876; No similar. 
 rt egobuniandes manana 18 agosto llevara cabo tertulia politica 25 mas informacion labelurl labelur; j : 538. Sim : 0.6002373; Baja. 
 miguelaristi saludos puede ampliarnos informacion sucedio puede ser atraves dm atentos  ; j : 539. Sim : 0.3983214; No similar. 
 rt fredyavilam exito clave felicidad felicidad clave exito obduliovp rector unisabana comsabana  ; j : 540. Sim : 0.36707607; No similar. 
 debatesun darle espera nuevo modelo salud bogota alcaldia unimedios labelurl via elespectador  ; j : 541. Sim : 0.52820075; Baja. 
 rt admonurosario escuela administracion da bienvenida nuevos estudiantes hoy inicia reto 5 anos lab; j : 542. Sim : 0.54843855; Baja. 
 rt inalde inalde gran comunidad directivos mas 5000 egresadosluis carlos bravo universidadyempresa ; j : 543. Sim : 0.22982395; No similar. 
 uniandes nueva pagina web mas agil navegacion basada experiencia movil conozcala labelurl  ; j : 544. Sim : 0.41040093; No similar. 
 london school of economics andes trabajan crear observatorio internacional proceso paz labelurl  ; j : 545. Sim : 0.38739362; No similar. 
 vidalabreo presentacion noticiero cientifico cultural iberoamericano iniciativa ateiberoamerica res; j : 546. Sim : 0.48777455; No similar. 
 rt alumnisabana pronto podras interactuar virtualmente empresas buscan talento sabana viene feriala; j : 547. Sim : 0.25458792; No similar. 
 proyecto tumaco ilustrado acerca jovenes bachilleres tumaco panorama universitario mediante difere ; j : 548. Sim : 0.2435414; No similar. 
 tal si manana buscamos medio venir u invitamos unirse sosporelaire ver mas labelurl  ; j : 549. Sim : 0.4082346; No similar. 
 rt cgpatarroyo protagonista proceso paz irlanda norte u rosario lord alderdice habla experiencia p ; j : 550. Sim : 0.24276507; No similar. 
 manana eafit alcalde ficogutierrez estara charla mesa trabajo seguridad ciudadana inscribanse  ; j : 551. Sim : 0.5762952; Baja. 
 directivos hacemos buen uso correo electronico reflexion ciro gomez profesor inalde labelurl  ; j : 552. Sim : 0.49877298; No similar. 
 rt creaunal 13 mayo pueden visitar expo camilo pensamiento accion archivo historico labelurl  ; j : 553. Sim : 0.5487786; Baja. 
 partir hoy estudiantes encontraran servicio integral calido humano casaur ven descubrelo labelurl  ; j : 554. Sim : 0.22412162; No similar. 
 rt inmotiongroup lowcarboncity discutiendo rol sector privado desarrollo sostenible viveinmotion ea; j : 555. Sim : 0.24896675; No similar. 
 rt amarantarsula chalocorredor mateomos022 cgurisattintn24 humildes ladrones patria salieron uandes; j : 556. Sim : 0.23030044; No similar. 
 rt policiamedellin aestahora eafit debatimos codigo policia medellin policiaparalapaz generalnietor; j : 557. Sim : 0.41835558; No similar. 
 uniandes crea portafolio paz mas 400 proyectos iniciativas alrededor paz posconflicto labelurl  ; j : 558. Sim : 0.34574082; No similar. 
 rt facueducacion invitamos foro foro educacion valores construimos paz escuela mayor informacion la; j : 559. Sim : 0.59167427; Baja. 
 alcalde medellin ficogutierrez habla 17 ods articulan plan desarrollo ciuda labelurl  ; j : 560. Sim : 0.37654483; No similar. 
 75 80 material particulado pm25 medellin proviene fuentes moviles sosporelaire labelurl  ; j : 561. Sim : 0.12073217; No similar. 
 rt comsabana reto gestionar contexto intangibles gran importancia crear valor aalloza unisabana  ; j : 562. Sim : 0.09873906; No similar. 
 sembradores nuevo modelo america latina humanidad juan luis mejia sistemab labelurl  ; j : 563. Sim : 0.5670625; Baja. 
 rt comfama davidescobara conferencista central eafit habla empresas conscientes consumo responsable; j : 564. Sim : 0.16496171; No similar. 
 comenzo eafit presentacion plan municipal gestion riesgo desastres medellin 20152030 labelurl  ; j : 565. Sim : 0.535884; Baja. 
 corrupcion aspectos impiden competitividad juan luis mejia arango rector eafit labelurl  ; j : 566. Sim : 0.655125; Baja. 
 inuguracion eafitpereira juan luis mejia hectorabadf dialogaran oculta pueden seguirla labelurl  ; j : 567. Sim : 0.31845942; No similar. 
 clasificados obra teatro escrita protagonizada dirigida reclusos carcel modelo conozcala labelurl  ; j : 568. Sim : 0.1463752; No similar. 
 rt urbameafit manana eafit miguel robles urbanista docente thenewschool labelurl maestriaurbam urba; j : 569. Sim : 0.49316525; No similar. 
 pablo navas rector 5ta universidad time higher education excelenciauniandes latamrankings labelurl ; j : 570. Sim : 0.49682462; No similar. 
 manana esperamos conferencia urbameafit factoria civica hacia construccion colectiva ciudad  ; j : 571. Sim : 0.6443129; Baja. 
 hoyeneafit desarrolla conferencia vias terciarias posconflicto cargo luis fernando andrade  ; j : 572. Sim : 0.5795499; Baja. 
 jeanpaul gaudemar rector auforg conferencia regional rectores universidades latinoamericanos mie la; j : 573. Sim : 0.48618472; No similar. 
 hoyeneafit pierdan presentacion plan municipal gestion riesgo desastres medellin 201520 labelurl  ; j : 574. Sim : 0.4878133; No similar. 
 hernando barragan decano arquitectura diseno nuevo arquitecto diseno jefe arduino labelurl  ; j : 575. Sim : 0.40177432; No similar. 
 rt comfama presente futuro medellin sentemonos hablar participes dialogos cercanias eafit labelurl ; j : 576. Sim : 0.52022314; Baja. 
 rt miriadax mooc conceptos basicos estatica analisis particulas eafit comienza 8 noviembrelabelurl ; j : 577. Sim : 0.4503375; No similar. 
 rt orinoquiaceo fabio paiva embrapa compartir colombia experiencia brasil negocio maranon uniandes ; j : 578. Sim : 0.40002102; No similar. 
 hoyeneafit esperamos conferencia publicar emerald partir 1000 be aula fabric labelurl  ; j : 579. Sim : 0.5432359; Baja. 
 recuerden hoy desarrolla eafit foro codigo policia convivencia pueden seguirlo labelurl  ; j : 580. Sim : 0.5482874; Baja. 
 manana pierdan eafit dialogos plurales papel justicia construccion paz comfama  ; j : 581. Sim : 0.6443895; Baja. 
 informacion tramites matricula eafit llanogrande pueden comunicarse traves linea directa 57 4 label; j : 582. Sim : 0.41805497; No similar. 
 convivencia ciudad debe ser transformada codigo policia debe basarse respeto labelurl  ; j : 583. Sim : 0.34255156; No similar. 
 seguimos siendo sociedad adolescente abrazar adolescencia crecer partir ahi mapatilla  ; j : 584. Sim : 0.21129943; No similar. 
 hoyeneafit inauguracion centro integridad eafit presentacion adela cortina integridadeafit ver labe; j : 585. Sim : 0.5474509; Baja. 
 jueves pierdan presentacion plan municipal gestion riesgo desastres medellin 201520 labelurl  ; j : 586. Sim : 0.49330896; No similar. 
 eafit invita encuentro ciudadano 2 agosto 1000 be bloque 38101 alcaldiademed labelurl  ; j : 587. Sim : 0.43094227; No similar. 
 noticiaun metodo olga ayudaria prevenir cancer gastrico medicinaunal via unimedios saludun labelurl; j : 588. Sim : 0.41079473; No similar. 
 momento rector juan luis mejia presenta centro integridad universidad integridadeafit labelurl  ; j : 589. Sim : 0.62049294; Baja. 
 rt admonuniandes universidadyempresa alianza clave labelurl foro universidad empresa puntos encuent; j : 590. Sim : 0.3181264; No similar. 
 manana esperamos presentacion plan municipal gestion riesgo desastres medellin 20152030 labelurl  ; j : 591. Sim : 0.5780117; Baja. 
 proximo jueves esperamos inauguracion centro integridad eafit conferencia adela cortina  ; j : 592. Sim : 0.6709191; Media. 
 inicio construccion coninsa ramon h solicito autoridades competentes permisos cierres nocturnos 6  ; j : 593. Sim : 0.3422392; No similar. 
 rt telemedellin aire noticiastm eafit metro patentan invento revisar rodamientos trenes labelurl  ; j : 594. Sim : 0.15792978; No similar. 
 subimos 5 posiciones time higher education latam 5ta universidad region latamrankings labelurl  ; j : 595. Sim : 0.418156; No similar. 
 concepto diversidad debemos pensar politicas anti drogas franciscocumsi1 cicadoea foroungasscol  ; j : 596. Sim : 0.16825461; No similar. 
 lapazenfoco refrendacion da posibilidad ciudadania decidir acuerdos paz alaire institucionaltv labe; j : 597. Sim : 0.3184637; No similar. 
 esperamos proximo jueves inauguracion centro integridad eafit presentacion adela cortin labelurl  ; j : 598. Sim : 0.6662932; Baja. 
 jueves 9 marzo urbameafit espera conferencia factoria civica hacia construccion colectiva  ; j : 599. Sim : 0.5407332; Baja. 
 objetivo elca indagar analizar factor tales pobreza proceso paz impactan labelurl  ; j : 600. Sim : 0.122083664; No similar. 
 urbanismo debe construir fundamentado base pasado j sabate arquitecto economista analisis labelurl ; j : 601. Sim : 0.2634396; No similar. 
 atencion proximo 27 septiembre habra uso restringido parqueadero parque guayabos labelurl  ; j : 602. Sim : 0.43426958; No similar. 
 atencion proximo 27 septiembre habra uso restringido parqueadero parque guayabos  ; j : 603. Sim : 0.4303567; No similar. 
 trata medida provisional contemplada plan manejo trafico autorizado secretaria movilidad 2  ; j : 604. Sim : 0.100992836; No similar. 
 5ta universidad america latina segun time higher education excelenciauniandes latamrankings labelur; j : 605. Sim : 0.47837487; No similar. 
 segun time higher education 5ta universidad america latina excelenciauniandes latamrankings labelur; j : 606. Sim : 0.47837487; No similar. 
 manana esperamos conferencia ecodek ciclo agrega valor partir 600 pm labelurl  ; j : 607. Sim : 0.5219458; Baja. 
 hoyeneafit modelizacion distribucion diversidad especies orquideas conservacion 500 pm audi labelur; j : 608. Sim : 0.41404456; No similar. 
 olviden evento inauguracion centro integridad eafit estara invitada adela cortina  ; j : 609. Sim : 0.5111314; Baja. 
 hoyeneafit esperamos 500 pm encuentro ciudadano seguridad convivencia ciudadana fal labelurl  ; j : 610. Sim : 0.44136664; No similar. 
 reflexiones academia constitucion sociedad promesas incumplimientos bloque 38 101 entr labelurl  ; j : 611. Sim : 0.38242683; No similar. 
 construccion paz partidos politicos lapazenfoco nuevo capitulo hoy 900 pm labelurl  ; j : 612. Sim : 0.57865304; Baja. 
 rt gutierrezklarem panel 1 perspectivas historia afrodescendientes juan dios mosquera libardo aspri; j : 613. Sim : 0.36092368; No similar. 
 manana invitamos asistan foro nuevo codigo policia aula fabricato partir 7 labelurl  ; j : 614. Sim : 0.59411097; Baja. 
 momento eafit presentacion bitacora multilatina carlos enrique piedrahita mauricio rein labelurl  ; j : 615. Sim : 0.5206543; Baja. 
 miercoles 600 pm aula fabricato esperamos nuevamente taller amar comprender  ; j : 616. Sim : 0.3955825; No similar. 
 momento eafit conferencia escenario economico mundial trumpismo analista economico alberto  ; j : 617. Sim : 0.5469178; Baja. 
 hoyeneafit esperamos partir 1000 be conferencia medellin espacio publico falten labelurl  ; j : 618. Sim : 0.6241947; Baja. 
 congreso nivel nacional usa correctamente expresion nivel explica jairo valderrama labelurl  ; j : 619. Sim : 0.2431241; No similar. 
 foro internacional paz lecciones aprendidas encuentro sociedad civil ff mm labelurl  ; j : 620. Sim : 0.36071226; No similar. 
 cultivo drogas amenaza politica superior lavado activos gusduncan eafit foroungasscol  ; j : 621. Sim : 0.2335775; No similar. 
 documento ungass2016 virtudes vacios importante punto partida aldolale unodc foroungasscol  ; j : 622. Sim : 0.14365783; No similar. 
 rt economiauandes deficits arepas chorizos marc hofstetter mahofste via lasillavacia blogoeconomia ; j : 623. Sim : 0.28037843; No similar. 
 rt urbameafit espacio bicicleta ciudades debate hoy eafit bici medellin linalopez11 labelurl  ; j : 624. Sim : 0.41918465; No similar. 
 modelizacion distribucion diversidad especies orquideas conservacion 500 pm auditorio 38110 labelur; j : 625. Sim : 0.34335813; No similar. 
 70 75 contaminacion marina origina zonas territoriales habitan personas edga labelurl  ; j : 626. Sim : 0.046906147; No similar. 
 rt areametropol representantes sosporelaire entregan autoridades decalogo sintetiza propuestas conc; j : 627. Sim : 0.13369958; No similar. 
 rt crismaciase gestion comunicacion debe traducirse relacionamiento cada stakeholders agrivalca can; j : 628. Sim : 0.34610027; No similar. 
 comienza recorrido periodistas nuevo edificio idiomas eafit ubicado parque guayabos labelurl  ; j : 629. Sim : 0.2952989; No similar. 
 manana esperamos partir 500 pm encuentro ciudadano seguridad convivencia ciudadana labelurl  ; j : 630. Sim : 0.47828567; No similar. 
 rt isvimed enorme agradecimiento universidad eafit ayudarnos transformacion sociedad traves convive; j : 631. Sim : 0.48150826; No similar. 
 peatones bicicletas transporte publico carros motos pueden coexistir responsables ciudad labelurl  ; j : 632. Sim : 0.10123577; No similar. 
 investigador andes pondra marcha piloto descontaminar fuentes hidricas usando microalgas labelurl  ; j : 633. Sim : 0.16659997; No similar. 
 hoy comienzan cierres viales nocturnos avenida vegas agradecemos comprension desvi labelurl  ; j : 634. Sim : 0.40123442; No similar. 
 edmund phelps politica economica debe permitir tener buena vida labelurl lacealames16 labelurl  ; j : 635. Sim : 0.33540422; No similar. 
 manana 1000 be transito mercurio directo observatorio astronomico nacional traves labelurl  ; j : 636. Sim : 0.5035383; Baja. 
 personas centro empresas desarrollo luis carlos bravo inalde universidadyempresa foro labelurl  ; j : 637. Sim : 0.34481692; No similar. 
 comenzo eafit leccion inaugural maestria comunicacion transmedia presentacion libro comunic labelur; j : 638. Sim : 0.62048054; Baja. 
 investigador universidad realizara piloto descontaminar cienaga complejo cenagoso santiago apostol ; j : 639. Sim : 0.32338127; No similar. 
 universidad generar dialogos importante hablar construccion paz pais juan luis m labelurl  ; j : 640. Sim : 0.6837526; Media. 
 comenzo eafit foro importancia bosques restauracion ecologica pueden seguirlo web  ; j : 641. Sim : 0.4452032; No similar. 
 importante pensar etica solo individuos sino tambien concepto colectivo monserrat  ; j : 642. Sim : 0.13686605; No similar. 
 lea hoy elcolombiano laboratorio prueban tratamiento contaminacion cianuro labelurl via elcolombian; j : 643. Sim : 0.26039308; No similar. 
 eafit invita informe productividad clave crecimiento colombia jueves 3 agosto auditori labelurl  ; j : 644. Sim : 0.4664111; No similar. 
 arte deporte experimentacion ninos tendran eafit experiencia educativa divertida inscripcione label; j : 645. Sim : 0.41548118; No similar. 
 giraud deuda privada empresas origina poca inversion temas ambiente crecimientoverde labelurl  ; j : 646. Sim : 0.2175504; No similar. 
 arte deporte experimentacion ninos tendran eafit experiencia educativa divertida inscripcione label; j : 647. Sim : 0.41548118; No similar. 
 dialogo construccion paz tendra lugar eafit comfama saludhernandezm cataescobarr rabodeajip labelur; j : 648. Sim : 0.5275242; Baja. 
 implementacion podemos llegar punto destruir ser complaciente acordo ivanduque lospresidenciables20; j : 649. Sim : 0.28267086; No similar. 
 rt telemedellin quibdo tierra llena amor propio aire proyectados filmmedellin eafit labelurl h  ; j : 650. Sim : 0.26018125; No similar. 
 alianza sector productivo universidades impacta desarrollo pais competitivo escuelaing universidady; j : 651. Sim : 0.20786045; No similar. 
 rt policiacolombia viernes llevara cabo debate codigodeconvivencia auditorio fundadores eafit medel; j : 652. Sim : 0.4387768; No similar. 
 noticiaun carambolo sometido proceso secado permitio obtener snack tipo chicle labelurl labelurl  ; j : 653. Sim : 0.08403407; No similar. 
 humorista alexandra montoya alexandramonto explica mamarle gallo tedxunisabana labelurl via portafo; j : 654. Sim : 0.22798072; No similar. 
 hacerle justicia persona curar enfermo cristina pardo magistrada cconstitucional visionarios labelu; j : 655. Sim : 0.27043945; No similar. 
 siguiente ronda elca inicio 2010 llevara cabo 2019 ciclos desarrollan labelurl  ; j : 656. Sim : 0.23409098; No similar. 
 dada circunstancias colombia prioridad debe ser economia crezca rapidamente carlosholmestru labelur; j : 657. Sim : 0.41103646; No similar. 
 transmision politica desarrollo rural ofrecer bienes publicos debate jueves 5 pm labelurl  ; j : 658. Sim : 0.5637589; Baja. 
 19 abril esperamos conferencia urbameafit ciudad desigual partir 600 pm labelurl  ; j : 659. Sim : 0.39057925; No similar. 
 inauguracion centro integridad eafit contara conferencia adela cortina ver mas labelurl  ; j : 660. Sim : 0.5328287; Baja. 
 varios temas postacuerdo pueden ser tratados inmediato necesariamente discutirlo tpaffenholz  ; j : 661. Sim : 0.17831483; No similar. 
 finalizo diciendoles clave vida social reconocimiento mutuo reconocernos seres dignos c labelurl  ; j : 662. Sim : 0.2790796; No similar. 
 yesid reyes alvarado ex ministro justicia propuso colombia logro foroungasscol labelurl  ; j : 663. Sim : 0.4537641; No similar. 
 modelo sabana sostenible busca desarrollar modelo regional cundinamarca foro universidadyempresa la; j : 664. Sim : 0.23335348; No similar. 
 monton argumentos vacios si estigmatizaron hoy llorando leche derramada mapatilla  ; j : 665. Sim : 0.27498338; No similar. 
 hoy nuevo capitulo lapazenfoco refrendacion legitimidad democratica solidez juridica institucionalt; j : 666. Sim : 0.40643206; No similar. 
 hoyeneafit comienza escribirse historia proyecto desarmados esperamos partir 900 be  ; j : 667. Sim : 0.48775303; No similar. 
 manana pierdan eafit conferencia nuevos populismos esperamos 1000 be auditorio  ; j : 668. Sim : 0.6974031; Media. 
 expectativa vida estadounidense promedio cayendo sintoma economia disfuncional josephestiglitz elfu; j : 669. Sim : 0.24613407; No similar. 
 lideres potencias cada vez dirigen menos pues factor impiden gobernarfcvitanic labelurl  ; j : 670. Sim : 0.11634341; No similar. 
 juan camilo cardenas pensemos paz cotidiana ver trato ahi hacer  ; j : 671. Sim : 0.5640464; Baja. 
 quisimos hacer reconocimiento llevan alto nombre universidad juan luis mejia labelurl  ; j : 672. Sim : 0.5414121; Baja. 
 rt comestrategicam aalloza resalta hoy legitimidad confianza marca sociales leccioninaugural2017 co; j : 673. Sim : 0.28150302; No similar. 
 wade davis antropologo canadiense amante colombia cultura indigena visito eafit labelurl  ; j : 674. Sim : 0.5293795; Baja. 
 minutos conversacion musica 100 anos himno antioqueno pierdan auditorio 38101 labelurl  ; j : 675. Sim : 0.5483696; Baja. 
 lapazenfoco realiza programa importancia desarrollo rural hoy dialogaremos paz territorial labelurl; j : 676. Sim : 0.29448786; No similar. 
 viernes 10 marzo esperamos conferencia urbameafit dialogos tropi nordicos arquitectura  ; j : 677. Sim : 0.46894228; No similar. 
 vivo siga transmision conversatorio referendo adopcion colombia hoy 900 be labelurl  ; j : 678. Sim : 0.66387516; Baja. 
 johnjairo1980 saludos si desea puede expresar situacion presenta correo mgomezr2eafiteduco labelurl; j : 679. Sim : 0.27051845; No similar. 
 rt upbcolombia ods hablan alianzas generar desarrollo buscan propuestas sosporelaire experto  ; j : 680. Sim : 0.15502602; No similar. 
 rt educaunisabana licenciatura educacion infantil forma educadores forjadores futurocomprometidos c; j : 681. Sim : 0.38500702; No similar. 
 acacias amarillas almendros cambulos complices verdes habitan campus eafit bienestareafit  ; j : 682. Sim : 0.23615493; No similar. 
 culturas mundo construyen red biologica etnosfera logro humanidad promesa vida  ; j : 683. Sim : 0.29261464; No similar. 
 esperamos proximo jueves presentacion informe nacional competitividad 20162017 entrada libre labelu; j : 684. Sim : 0.51886904; Baja. 
 datapol remite cambiar forma vemos mundo politico acercarnos dificil aprehender  ; j : 685. Sim : 0.27897266; No similar. 
 juan carlos visbal morales cirujano gastroenterologo clinunisabana explica abc cancer colon labelur; j : 686. Sim : 0.35514045; No similar. 
 libro comunicacion transmedia contiene aportes grupo investigadores trabajan medialab eafit labelur; j : 687. Sim : 0.23273663; No similar. 
 desiciones directivas empresa deben ser multidimensionales rolando roncancio jornada reputacion lab; j : 688. Sim : 0.38616914; No similar. 
 manana cumplira medellin jornada universidades paz 500 pm plaza luces labelurl  ; j : 689. Sim : 0.7226833; Media. 
 hoy nuevo capitulo lapazenfoco institucionaltv 300 pm tema participacion social labelurl  ; j : 690. Sim : 0.35638463; No similar. 
 acerca trueque literario libro abierto jueves esperamos 1000 be mas informacion labelurl  ; j : 691. Sim : 0.5415173; Baja. 
 proximo miercoles esperamos presentacion informe educacion superior america latina cari labelurl  ; j : 692. Sim : 0.65969443; Baja. 
 clinica masp desarrolla proyectos comunidades municipios boyaca antioquia meta vaupes labelurl  ; j : 693. Sim : 0.35761294; No similar. 
 si combatimos narcotrafico doblaremos pagina violencia nestor humberto martinez fiscaliacol labelur; j : 694. Sim : 0.48369533; No similar. 
 hoyeneafit pierdan presentacion informe educacion superior america latina caribe bloque labelurl  ; j : 695. Sim : 0.5791897; Baja. 
 rt areametropol universidades obligacion educar medida reconoce valor sosporelaire resaltan foro  ; j : 696. Sim : 0.29219604; No similar. 
 inicia lapazenfoco dialogando revolucion digital comunicacion politica origen impacto desafios labe; j : 697. Sim : 0.4262875; No similar. 
 palestina queremos demostrar ganas contribuir desarrollo mundo raouf na almalki labelurl  ; j : 698. Sim : 0.37761918; No similar. 
 vi congreso internacional pedagogia infancia educaunisabana construccion paz primera infancia label; j : 699. Sim : 0.46906337; No similar. 
 rt economiauandes hoy 5 pm vivo notadepolitica politica desarrollo rural cara posconflictolabelurl ; j : 700. Sim : 0.50455606; Baja. 
 proantioquia1 minutos comienza presentacion desarmados eafit ejemplo podemos aportar construccion  ; j : 701. Sim : 0.41211605; No similar. 
 persona cogio hoja vida privada transcribio formato iba enganar enriquepenalosa  ; j : 702. Sim : 0.3025602; No similar. 
 inicia momento transmision simposio politica medio oriente despues trump sigala labelurl  ; j : 703. Sim : 0.5550813; Baja. 
 hoy calidad vida medellin tema central mesa trabajo ficogutierrez medcomovamos labelurl  ; j : 704. Sim : 0.35427997; No similar. 
 emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento label; j : 705. Sim : 0.2572512; No similar. 
 hoy 500 pm ajuste riesgo solvencia aseguradoras salud colombia agendauniandes labelurl  ; j : 706. Sim : 0.2952966; No similar. 
 manana pierdan casa musica partir 500 pm conversatorio conexiones ocea labelurl  ; j : 707. Sim : 0.52632993; Baja. 
 colombia comunidades indigenas sociedades basadas sabiduria podrian aportar paz pais  ; j : 708. Sim : 0.5086878; Baja. 
 sandracartage14 fiscaliacol saludos evento entrada libre registro realizara ingreso auditorio  ; j : 709. Sim : 0.34987006; No similar. 
 rt admonuniandes redescar transmision vivo foro crecimiento verde accion rede empresassostenibles l; j : 710. Sim : 0.49790257; No similar. 
 musica bobdylannobel recomendamos conversatorio luis fernando algarra profesor historia rock labelu; j : 711. Sim : 0.46713558; No similar. 
 valentia expresar sentia ser indigena pueblos indigenas ser inuit nata labelurl  ; j : 712. Sim : 0.32868236; No similar. 
 rt admonuniandes diapaiz cada 10 personas inician proceso reintegracion 7 regresan ilegalidad label; j : 713. Sim : 0.2601652; No similar. 
 inicia nuevo capitulo lapazenfoco hoy hablamos mesa social participacion piensapazunal labelurl  ; j : 714. Sim : 0.31659546; No similar. 
 unisabana trabaja modelo sostenibilidad regional traves sabanacv explico obduliovp foro labelurl  ; j : 715. Sim : 0.29261073; No similar. 
 presidente juanmansantos abre conferencia desarrollo sostenible uniandes discurso medio amb labelur; j : 716. Sim : 0.33700475; No similar. 
 queremos proponer hoy establecimiento proyecto piloto desarrollo sostenible mejorar aire  ; j : 717. Sim : 0.2271953; No similar. 
 lapazenfoco dato exacto costo conflicto armado inmenso alaire institucionaltv piensapazunal  ; j : 718. Sim : -0.064384416; No similar. 
