Modulo nnlm-es-dim128-with-normalization-2
Topicos : via noticiaun unisabana unimedios comsabana colombia uniandes mas orgulloun 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.13169624; No similar. 
 rt comsabana esperamos edificiok conozcan detalles carreras comsocial comaudiovisual  ; j : 722. Sim : 0.1946866; No similar. 
 orgullorosarista universidad ocupa primer lugar colombia rank scimago labelurl labelurl  ; j : 723. Sim : 0.1753355; No similar. 
 innovacion herramienta disenada egresados identifica mide conflictos escolares labelurl labelurl  ; j : 724. Sim : 0.16454801; No similar. 
 serpilopaga felizdomingo hoy celebra diamundialdelmedioambiente pilo haciendo cuidarlo  ; j : 725. Sim : 0.13955328; No similar. 
 llego tren 513 be salimos 535 rumbo unisabana labelurl  ; j : 726. Sim : 0.35515937; No similar. 
 innovacion herramienta disenada egresados identifica mide conflictos escolares labelurl labelurl  ; j : 727. Sim : 0.16454801; No similar. 
 rt comsabana acreditacioncamcompartimos motivo mas sentir orgullocomsabana alumnos comaudiovisual l; j : 728. Sim : 0.28904432; No similar. 
 coleccion apuntesmaestros corrupcion detonante criminalidad labelurl via unimedios mantillaignacio ; j : 729. Sim : 0.5470642; Baja. 
 rt comsabana orgullocomsabana trabajo alumnos comaudiovisual seguimos viviendo acreditacioncam labe; j : 730. Sim : 0.18251777; No similar. 
 noticiaun teiko corto mas premiado festequinoxiofacultadartes labelurl via unimedios labelurl  ; j : 731. Sim : 0.5268823; Baja. 
 hospital admisiones especiales hitos gestion labelurl via universiacol launcuenta  ; j : 732. Sim : 0.35196602; No similar. 
 rt comsabana colombia necesitamos apretarnos cinturon mauriciocard minhacienda minhaciendaencomsaba; j : 733. Sim : 0.39740443; No similar. 
 rt behrentz filantropia maravillosa historia fabiomurillo uniandes via eltiempo labelurl  ; j : 734. Sim : 0.31686774; No similar. 
 paraleer desproposito intervenir areas naturales protegidas unperiodico labelurl unimedios labelurl; j : 735. Sim : 0.36233142; No similar. 
 rt unisabanaradio aca encuentroexcelencia dedicado innovacion tecnologia neiva usrenneiva labelurl ; j : 736. Sim : 0.41805807; No similar. 
 momento conmemoramos 57anoseafit concierto sinfonicaeafit oboista christoph hartmann labelurl  ; j : 737. Sim : 0.07826421; No similar. 
 rt serpilopaga santiago chimbi beneficiario serpilopaga agradece bicicletas unisabana labelurl  ; j : 738. Sim : 0.341285; No similar. 
 noticiaun instalo veeduria ciudadana sede cesar launcuenta labelurl via labelurl  ; j : 739. Sim : 0.43952775; No similar. 
 noticias orgulloun vehiculo impulsado reaccion quimica gana usa labelurl labelurl  ; j : 740. Sim : 0.39449424; No similar. 
 noticiaun estudiantes trabajaran ministerio posconflicto unpalmira labelurl via unimedios  ; j : 741. Sim : 0.42957273; No similar. 
 felizjueves uncolombia mejor colombia segun rank qs labelurl topunis labelurl  ; j : 742. Sim : 0.29732302; No similar. 
 orgullorosarista linaec dentro mas influyentes publicidad mercadeo comunicaciones labelurl  ; j : 743. Sim : 0.11603001; No similar. 
 hoy lanzamiento proyecto global how report 2016 labelurl admonurosario labelurl  ; j : 744. Sim : 0.13045551; No similar. 
 unisabana sabana estrena tren estudiantes profesores labelurl via caracolradio  ; j : 745. Sim : 0.4013961; No similar. 
 espacio cine profesor jeronimorivera cinefilia gusto calidad filbo2017 labelurl  ; j : 746. Sim : 0.05535404; No similar. 
 dando mismo espacio vial peatones van carro enriquepenalosa  ; j : 747. Sim : 0.25209713; No similar. 
 camilo perafan estudiante ingenieria biomedica becado ualberta labelurl escuelaing labelurl  ; j : 748. Sim : 0.22633429; No similar. 
 rt clinunisabana enterate demandan profesionales salud colombia manana clinunisabana labelurl  ; j : 749. Sim : 0.29940367; No similar. 
 listos juntosporlaguajira estudiantes varias universidades participaran mision humanitaria labelurl; j : 750. Sim : 0.20049743; No similar. 
 noticiaun optimizan movilidad campus unmanizales orgulloun labelurl via unimedios labelurl  ; j : 751. Sim : 0.58017343; Baja. 
 orgullorosarista estudiante ingenieria biomedica camilo perafan becado ualberta labelurl labelurl  ; j : 752. Sim : 0.22063866; No similar. 
 jrrodriguezgil habla potenciales estudiantes serpilopaga felices tenerlos futuro labelurl  ; j : 753. Sim : 0.18018521; No similar. 
 directo periscope rumbo unisabana voyentren primer dia clase labelurl  ; j : 754. Sim : 0.34839487; No similar. 
 daniel escobar profesor ursummerschool analistas mas atinados 2017 labelurl labelurl  ; j : 755. Sim : 0.27856794; No similar. 
 orgullorosarista miguel d sanchez beneficiario programa jovenes ingenieros alemania labelurl labelu; j : 756. Sim : 0.34865022; No similar. 
 gracias meritos atrayendo mejores estudiantes colombia pablonavasuand nuevossuenos labelurl  ; j : 757. Sim : 0.30591217; No similar. 
 custodia bordadita sera restaurada exhibida esperado regreso universidad labelurl  ; j : 758. Sim : 0.039565865; No similar. 
 estudiante uniandina participante iii expedicion programa antartico colombiano labelurl labelurl  ; j : 759. Sim : 0.21419328; No similar. 
 rt comsabana taller manejo tiempo esperamos salon e107 unisabana labelurl  ; j : 760. Sim : 0.41051117; No similar. 
 proximo 22 septiembre celebramos 25 anos emisora labelurl unradio25anos labelurl  ; j : 761. Sim : 0.2753396; No similar. 
 noticiaun expertos trompetistas latinoamericanos reunen sede bogota uncolombia labelurl  ; j : 762. Sim : 0.25491983; No similar. 
 ingenieros uniandinos proyecto cientifico mundial mapeara universo investigacionuniandes labelurl  ; j : 763. Sim : 0.07814108; No similar. 
 recep tayyip erdogan papel turquia conflicto palestina israel labelurl labelurl  ; j : 764. Sim : 0.22717687; No similar. 
 noticiaun modelos internacionales estiman bien lluvias colombia labelurl unmedellin labelurl  ; j : 765. Sim : 0.29737756; No similar. 
 momento explorar futuro profesional opencampus2017 febrero 16 17 labelurl labelurl  ; j : 766. Sim : 0.1164072; No similar. 
 efecto werther particularidades obra johann wolfgang von goethe labelurl labelurl  ; j : 767. Sim : 0.13363741; No similar. 
 lideres empresariales industriales encontraron uniandes espacio innovacion emprendimiento labelurl ; j : 768. Sim : 0.23382422; No similar. 
 gasto publico reforma tributaria principales temas abordados espacio labelurl labelurl  ; j : 769. Sim : 0.091601975; No similar. 
 conclusiones barometro americas colombia 2016 conozca mas informe labelurl labelurl  ; j : 770. Sim : 0.33033425; No similar. 
 parte feria libro universidad presenta mas recientes titulos labelurl labelurl  ; j : 771. Sim : 0.2645056; No similar. 
 mepongolostenis carrera 10 5k uniandes apoyar beca deportiva labelurl labelurl  ; j : 772. Sim : 0.28505924; No similar. 
 jueves sinfonicaeafit realizara junto sinfonicaant x concierto temporada 2017 labelurl  ; j : 773. Sim : 0.11658335; No similar. 
 analisis academiaeafit asi influyo pib empleo colombia 2016 labelurl labelurl  ; j : 774. Sim : 0.42312294; No similar. 
 noticiaun colombia alemania trabajaran posconflicto uncolombia labelurl via unimedios  ; j : 775. Sim : 0.6054603; Baja. 
 participa loreal brandstorm 2017 competencia global market innovacion  ; j : 776. Sim : 0.1801036; No similar. 
 rt unisabanaradio ultimando detalles recibir estudiantes cucuta encuentroporlaexcelencia hotelboliv; j : 777. Sim : 0.290486; No similar. 
 manana usa trenusabana comodo trancones 100 cumplimiento labelurl voyentren labelurl  ; j : 778. Sim : 0.3114206; No similar. 
 364 anos historia hacen universidad rosario lugar magico labelurl labelurl  ; j : 779. Sim : 0.21599108; No similar. 
 envivo detroit emocionados vamos paula unisabana colombia shellecomarathon2017 labelurl  ; j : 780. Sim : 0.4089709; No similar. 
 participa adquiere herramientas ejercer acciones frente publicidad enganosa labelurl labelurl  ; j : 781. Sim : 0.105855934; No similar. 
 colombia hecho esfuerzos costosos dolorosos fabiola castillo foroungasscol labelurl  ; j : 782. Sim : 0.352682; No similar. 
 rt moniperiodista canalcapital present alternativa hoy estudiantes unisabana movilizarse labelurl  ; j : 783. Sim : 0.26941237; No similar. 
 nueve carreras colombianas 100 mejores mundo labelurl via eltiempo  ; j : 784. Sim : 0.39612415; No similar. 
 pasabordo 37anosunisabana gracias equipo bienestarsabana temprano organizo concierto labelurl  ; j : 785. Sim : 0.1920506; No similar. 
 noticiaun empresarios hacen donaciones hospitalun labelurl somosorgulloun via unimedios labelurl  ; j : 786. Sim : 0.4308838; No similar. 
 cristian camacho estudiante comsabana cuenta asistira convicomsabana inscribete labelurl  ; j : 787. Sim : 0.4096369; No similar. 
 filbo2017 estilo publicacionesunisabana libro jeronimorivera cinefilia gusto calida labelurl  ; j : 788. Sim : 0.06691758; No similar. 
 rt derechousabana estudiante maestriaderintl gana importante beca unisabana julianhuertasc labelurl; j : 789. Sim : 0.16795664; No similar. 
 33 jovenes aprendieron programar videojuegos moviles campamento verano labelurl labelurl  ; j : 790. Sim : 0.13141143; No similar. 
 95 estudiantes uniandes 10 mejores pais pablonavas nuevossuenos labelurl  ; j : 791. Sim : 0.47405547; No similar. 
 estan desaprovechando colombia 76 tierras cultivables juanmanuelgalan lospresidenciables2018  ; j : 792. Sim : 0.4176302; No similar. 
 articulo unperiodico sistema salud bogota afronta crisis legitimidad labelurl labelurl  ; j : 793. Sim : 0.2803434; No similar. 
 rt serpilopaga link llenar formulario piloprofe labelurl ojo hoy plazo labelurl  ; j : 794. Sim : 0.08579547; No similar. 
 manana pierdan sinfonicaeafit xii concierto temporada 2017 esperamos labelurl  ; j : 795. Sim : 0.17110933; No similar. 
 debemos trabajar decisiones cambien comportamiento humano ambiente alpizar labelurl  ; j : 796. Sim : 0.055736672; No similar. 
 rosarista cristina diez guerrero experiencia practica profesional espana labelurl labelurl  ; j : 797. Sim : 0.24835128; No similar. 
 rt eltiempo 80 personas unisabana comenzaron jornada bordo tren labelurl labelurl  ; j : 798. Sim : 0.26410344; No similar. 
 manana inicia filbo2017 visite estand pabellon universidades uniandesenfilbo2017 labelurl  ; j : 799. Sim : 0.26671967; No similar. 
 rt unisabanaradio mas momentos regataecologicausabana2016 semana ingenieria usingenieria unisabana ; j : 800. Sim : 0.45454627; No similar. 
 mobile world congress 2017 recibe emprendedores eafitenses mwc17 labelurl labelurl  ; j : 801. Sim : 0.15319449; No similar. 
 creadores desarmados califican proyecto plataforma reconstruir historia medio labelurl  ; j : 802. Sim : -0.022895757; No similar. 
 lectura recomendada cerrar semana medicamentos simples males grave labelurl labelurl  ; j : 803. Sim : 0.1970699; No similar. 
 ley natural derecho ambiente ricardo andres roa castellanos labelurl labelurl  ; j : 804. Sim : 0.24259526; No similar. 
 quiero dejar ser dentro analisis caso birger sellin labelurl labelurl  ; j : 805. Sim : 0.18002789; No similar. 
 participa proximo 22 abril 2017 viii festival tunaslabelurl labelurl  ; j : 806. Sim : 0.081139356; No similar. 
 orgullorosarista claudiasterling importancia premio women in law award labelurl labelurl  ; j : 807. Sim : 0.04437332; No similar. 
 hoy inicia filbo2017 visite estand conozca publicaciones uniandesenfilbo2017 labelurl  ; j : 808. Sim : 0.046689898; No similar. 
 listo vivir urfestival2016 vamos disfrutar fiesta sera masrosaristaquenunca labelurl  ; j : 809. Sim : 0.18207599; No similar. 
 consumo existe tarea entenderlo opalmam director odaurosario foroungasscol labelurl  ; j : 810. Sim : 0.037416924; No similar. 
 nueva edicion unperiodico colombia mas educada pavimentada labelurl educacion labelurl  ; j : 811. Sim : 0.47368407; No similar. 
 noticiaun uncolombia primera proteccion ambiental pais labelurl launcuenta via labelurl  ; j : 812. Sim : 0.4951489; No similar. 
 noticiaun seguridad alimentaria une afros indigenas tumaco labelurl launcuenta labelurl  ; j : 813. Sim : 0.26294386; No similar. 
 noticiaun unmanizales dia gestion calidad launcuenta labelurl via unimedios labelurl  ; j : 814. Sim : 0.61065143; Baja. 
 apoyar quieroestudiar inversion futuro sebastian cuervo estudiante admonuniandes labelurl  ; j : 815. Sim : 0.3168584; No similar. 
 apolo evoluciona seguira aportando computacion alto rendimiento ciencia labelurl labelurl  ; j : 816. Sim : 0.2585441; No similar. 
 gobierno cultura liderazgo negocios global how report 2016 labelurl labelurl  ; j : 817. Sim : 0.14480394; No similar. 
 noticiaun auto electrico mejor idea movilidad sostenible orgulloun labelurl labelurl  ; j : 818. Sim : 0.36645734; No similar. 
 facultad jurisprudencia organizando coloquio celebrara hermandad francia colombia labelurl  ; j : 819. Sim : 0.24863905; No similar. 
 preparando mision sabana bienestarsabana necesitamos ayuda inscribete voluntario labelurl  ; j : 820. Sim : 0.20571622; No similar. 
 rt fiafest bienvenidos edificio k estudiantes acompanan hoy opencampus2017 modofiafes  ; j : 821. Sim : 0.27463317; No similar. 
 rt ceperuniandes empieza filbogota cerosetenta presente labelurl uniandes filbo2016 holaholanda  ; j : 822. Sim : 0.24872717; No similar. 
 mibicipostobon entrega primera vez bicicletas estudiantes universidad colombia labelurl  ; j : 823. Sim : 0.32948422; No similar. 
 articulo unperiodico conoce protesis lego disenada estudiante uncolombia labelurl  ; j : 824. Sim : 0.28931093; No similar. 
 gracias potenciales pilos hoy serpilopaga sigue cambiando vidas labelurl  ; j : 825. Sim : 0.20443463; No similar. 
 felixdemoya presenta resultados rankinguniversidades colombia 2017 scimago urosario labelurl  ; j : 826. Sim : 0.105775855; No similar. 
 juan manuel cordovez nuevo director departamento ingenieria biomedica labelurl labelurl  ; j : 827. Sim : 0.12322801; No similar. 
 orgullorosarista conoce deportistas clasificados xxv juegos universitarios nacionales labelurl  ; j : 828. Sim : 0.05167725; No similar. 
 foro derechousabana victimas justicia penal transicion colombia procesodepaz labelurl  ; j : 829. Sim : 0.41060027; No similar. 
 rt urosarioradio continuamos lanzamiento maestriaperiodismo echur presencia oscarparrac jrestrp lab; j : 830. Sim : 0.1303282; No similar. 
 campus salones clase uncolombia construido mejores momentos vidas labelurl  ; j : 831. Sim : 0.14899959; No similar. 
 rt catherinecruzb tovarandres mepongolostenis uniandes apoyar deporte nacional haciendoquelascosasp; j : 832. Sim : 0.2711201; No similar. 
 estudiante uncolombia presentara teclado digital escribir mente labelurl via labelurl  ; j : 833. Sim : 0.1626275; No similar. 
 claudia margarita meza botero renovada directora admisiones registro labelurl labelurl  ; j : 834. Sim : 0.064258024; No similar. 
 ciudades cumplen papel importante posconflicto recorriendo lothar witte labelurl  ; j : 835. Sim : 0.11971063; No similar. 
 rt comsabana geeks comunicacion organizacional libro recomendado labelurl hecho cristiocamp  ; j : 836. Sim : 0.2497313; No similar. 
 rt unmedellin catredasesquicentenario inicia conmemoracion 150 anos uncolombia patrimonio labelurl ; j : 837. Sim : 0.27556318; No similar. 
 transformacion productiva pilares revolucion ciudadana guillaumelong logrosyretosecuador cancilleri; j : 838. Sim : 0.2618685; No similar. 
 conozca vivienda universitaria uniandes espacio vivir maximo universidad labelurl  ; j : 839. Sim : 0.27140412; No similar. 
 pronto comenzaremos recibir estudiantes colegios neiva encuentroporlaexcelencia bienvenidos labelur; j : 840. Sim : 0.2027182; No similar. 
 nuevo articulo mantillaignacio elespectador universidad infraestructura calidad labelurl mejoracont; j : 841. Sim : 0.2610215; No similar. 
 noticiaun tour novus colombia apuesta innovacion unmedellin labelurl unimedios labelurl  ; j : 842. Sim : 0.48307636; No similar. 
 envianos fotos cuentan historia uncolombia compartelas participa unclickdehistoria labelurl  ; j : 843. Sim : 0.1453212; No similar. 
 rt comsabana encuentroexcelencia unisabana sigue hablando comunicacion hotelbolivar cucuta labelurl; j : 844. Sim : 0.50174; Baja. 
 podemos ayudar cuidar planeta pequenas acciones descubre mas labelurl labelurl  ; j : 845. Sim : 0.22953835; No similar. 
 direccioncentraldeestudiantes orgullosos estudiantes hacen parte programa ptb gracias labelurl  ; j : 846. Sim : 0.12414427; No similar. 
 identifican zonas estarian mejor ubicados nuevos colegios bogota labelurl labelurl  ; j : 847. Sim : 0.22883013; No similar. 
 rt oaduniandes invitamos galeria fotografica revivir momentos historia uniandes labelurl labelurl  ; j : 848. Sim : 0.3395681; No similar. 
 unperiodico trae nueva edicion especial mar colombia labelurl unimedios labelurl  ; j : 849. Sim : 0.4371916; No similar. 
 cumpleanosuniandes celebremos plazoleta lleras centro practicas edificio allianz labelurl  ; j : 850. Sim : 0.2968264; No similar. 
 donjuancampo cuenta asistir convicomsabana comsabana labelurl aun puedes inscribir  ; j : 851. Sim : 0.24577254; No similar. 
 foro proteccion derecho morir dignamente conoce avances problematicas labelurl labelurl  ; j : 852. Sim : 0.25344986; No similar. 
 primer punto preocupacion generacion corrupcion organizaciones d agostino deloitte labelurl  ; j : 853. Sim : 0.4198025; No similar. 
 revive mas destacado sitio contribucion grandes debate nacionales labelurl labelurl  ; j : 854. Sim : 0.26877347; No similar. 
 rt admonuniandes iss2016 estudiantes franceses ingleses escuela verano 2016 labelurl labelurl  ; j : 855. Sim : 0.086685196; No similar. 
 corrupcion justicia inequidad mayores problemas colombia catalina escobar labelurl  ; j : 856. Sim : 0.44236428; No similar. 
 banda rosarista mariett iniciamos gran concierto urfestival2016 masrosaristaquenunca labelurl  ; j : 857. Sim : 0.16598839; No similar. 
 descubre mas destacado sitio contribucion grandes debate nacionales labelurl labelurl  ; j : 858. Sim : 0.23805001; No similar. 
 corrupcionyposconflicto contralor edgardo maya villazon urosarioradio opinionespoderosaur labelurl ; j : 859. Sim : 0.07774497; No similar. 
 articulo plantas silvestres borde extincion unperiodico labelurl unimedios labelurl  ; j : 860. Sim : 0.34186766; No similar. 
 noticiaun cocodrilos liberados vivos activos labelurl via unimedios labelurl  ; j : 861. Sim : 0.34732765; No similar. 
 rt oaduniandes ayeryhoy plazoleta lleras uniandes throwbackthursday tbt labelurl  ; j : 862. Sim : 0.47777396; No similar. 
 rt oaduniandes ayeryhoy edificio franco bloque g throwbackthursday tbt labelurl  ; j : 863. Sim : 0.20963898; No similar. 
 rt oaduniandes ayeryhoy querida tuna femenina uniandina throwbackthursday labelurl  ; j : 864. Sim : 0.27442208; No similar. 
 noticiaun deportista representara colombia juegos olimpicos unmedellin labelurl labelurl  ; j : 865. Sim : 0.37248713; No similar. 
 conozca blast producciones estrena sello disquero uniandes labelurl labelurl  ; j : 866. Sim : 0.0796441; No similar. 
 rt comsabana comaudiovisual comsocial present encuentroexcelencia unisabana neiva labelurl  ; j : 867. Sim : 0.38075623; No similar. 
 rt comsabana tutorial alumnos comsocialy comaudiovisual elaboren horarios labelurl  ; j : 868. Sim : 0.12621483; No similar. 
 conozca catalogo publicaciones ediciones uniandes 2016 2017 labelurl labelurl  ; j : 869. Sim : 0.21118386; No similar. 
 rt oaduniandes ayeryhoy antigua cafeteria central uniandes throwbackthursday labelurl  ; j : 870. Sim : 0.3556663; No similar. 
 conozca catalogo publicaciones ediciones uniandes 2016 2017 labelurl labelurl  ; j : 871. Sim : 0.21118386; No similar. 
 acercamiento guy maupassant traves inquietante relato horla labelurl labelurl  ; j : 872. Sim : 0.23020373; No similar. 
 articulo unperiodico macondo metafora continente rezagado modernidad labelurl labelurl  ; j : 873. Sim : 0.25718933; No similar. 
 cicloparqueadero sede quinta mutis recibe sellocalidadbici sectormovilidad labelurl  ; j : 874. Sim : 0.1560263; No similar. 
 noticiaun monitorean introduccion papas mejoradas cundinamarca labelurl papanutritiva labelurl  ; j : 875. Sim : 0.31533647; No similar. 
 cocina poder ilimitado igmedna unisabana gastronomiaunisabana comsabana labelurl  ; j : 876. Sim : 0.42048997; No similar. 
 sinfonicaeafit abrira temporada conciertos tributo folclor colombiano labelurl labelurl  ; j : 877. Sim : 0.111266054; No similar. 
 comenzaron llegar invitados colegios neiva encuentroporlaexcelencia unisabana labelurl  ; j : 878. Sim : 0.2900435; No similar. 
 sello oro sectormovilidad biciparqueadero uniandes calidad servicio labelurl  ; j : 879. Sim : 0.17662889; No similar. 
 nicotina hace peligroso fume sino efectos permanentes labelurl labelurl  ; j : 880. Sim : 0.000646261; No similar. 
 sello oro sectormovilidad biciparqueadero uniandes calidad servicio labelurl  ; j : 881. Sim : 0.17662889; No similar. 
 noticiaun unmanizales ritmo jazz universitario labelurl via unimedios labelurl  ; j : 882. Sim : 0.45024735; No similar. 
 somosorgulloun monitoreamos grandes animales agroexpo2017 labelurl papanutritiva unagroexpo labelur; j : 883. Sim : 0.26931393; No similar. 
 unperiodico articulo guajira punta iceberg desnutricion colombia labelurl labelurl  ; j : 884. Sim : 0.3869957; No similar. 
 noticiaun docente productor mejor pelicula cartagena labelurl unimedios labelurl  ; j : 885. Sim : 0.41770452; No similar. 
 igmedna hoy cocina podriamos vivir eicea comsabana labelurl  ; j : 886. Sim : 0.365135; No similar. 
 rt inguniandes recuento celebracion 20 anos ingenieria quimica labelurl labelurl  ; j : 887. Sim : 0.347879; No similar. 
 10 be modo enkarretate cucuta amolaradio encuentroporlaexcelencia labelurl  ; j : 888. Sim : 0.37951458; No similar. 
 hoy celebramos 10 anos carrera amli congresomercadeoylogistica labelurl labelurl  ; j : 889. Sim : 0.34874648; No similar. 
 equipo admisionesunisabana director jrrodriguezgil siguen cada detalle labelurl  ; j : 890. Sim : 0.07127637; No similar. 
 estudiante argentino federico steinberg habla practica clinunisabana labelurl labelurl  ; j : 891. Sim : 0.10116074; No similar. 
 orgulloun blocco idea disenadores cambiara historia unpalmira labelurl v labelurl  ; j : 892. Sim : 0.24401127; No similar. 
 rt mineducacion pilos unisabana cuentan sienten hacen u labelurl serpilopaga labelurl  ; j : 893. Sim : 0.2356536; No similar. 
 rank merco ubica mejores empresas colombia trabajar labelurl  ; j : 894. Sim : 0.2494272; No similar. 
 rank merco ubica mejores empresas colombia trabajar labelurl labelurl  ; j : 895. Sim : 0.24386372; No similar. 
 carrera uniandes busca consolidar beca deportista labelurl mepongolostenis labelurl  ; j : 896. Sim : 0.18754256; No similar. 
 rt uniandinosiempr celebremoscual maestro mas recordado graciasprofe felizdiamaestro labelurl label; j : 897. Sim : 0.22069177; No similar. 
 publicacionesunisabana libro chef carlos gaviria profesor eicea labelurl labelurl  ; j : 898. Sim : 0.17205726; No similar. 
 detroit equipo usingenieria representa hoy colombia shellecomarathon2017 labelurl  ; j : 899. Sim : 0.18600956; No similar. 
 inicia corrupcionyposconflicto contralor edgardo maya villazon cgrcolombia labelurl  ; j : 900. Sim : 0.0658061; No similar. 
 rt eicea profesor ulfthoene habla estudiantes valledupar encuentroporlaexcelencia labelurl  ; j : 901. Sim : 0.1376891; No similar. 
 descubren tecnicas orfebres indigenas siglo iv ac labelurl labelurl  ; j : 902. Sim : 0.21037163; No similar. 
 unperiodico articulo revolucion verde arroz colombia labelurl unimedios labelurl  ; j : 903. Sim : 0.45294815; No similar. 
 rt editorialur recuerden pabellon 3 segundo piso filbo2016 leeur labelurl  ; j : 904. Sim : 0.2528886; No similar. 
 asi vivio entrega sellocalidadbici cicloparqueadero quinta mutis labelurl labelurl  ; j : 905. Sim : 0.35724628; No similar. 
 felizjueves conectas planeta momento ayudar ahorraun infopresidencia labelurl  ; j : 906. Sim : 0.23537025; No similar. 
 noticiaun crece inversion unmanizales medioambiente labelurl via unimedios labelurl  ; j : 907. Sim : 0.5456003; Baja. 
 wow food truck proyecto emprendimiento gastronomico rosarista labelurl labelurl  ; j : 908. Sim : 0.1378606; No similar. 
 asi vivio market study tour 2017 eicea labelurl labelurl  ; j : 909. Sim : 0.30691224; No similar. 
 revivimos destacadas actuaciones deportistas rosaristas colombia continente labelurl labelurl  ; j : 910. Sim : 0.21616459; No similar. 
 ingenieria industrial apoyar decisiones sistema penal acusatorio labelurl  ; j : 911. Sim : 0.08589871; No similar. 
 salud prevencion clinunisabana pases alto esguince tobillo labelurl  ; j : 912. Sim : 0.27463967; No similar. 
 noticiaun uncolombia ucundinamarca unen investigar labelurl via unimedios labelurl  ; j : 913. Sim : 0.46441844; No similar. 
 culturaaudiovisual jeronimorivera pone pensar cinefilo seriefilo eltiempoblogs labelurl  ; j : 914. Sim : 0.110096514; No similar. 
 we be ready sundaymorning colombia unisabana usingenieria labelurl  ; j : 915. Sim : 0.34911153; No similar. 
 rt ceperuniandes ceper felicita cerosetenta distincion labelurl uniandes fnpiorg  ; j : 916. Sim : 0.31812674; No similar. 
 noticiaun asi colegio mejores bogota labelurl via elespectador labelurl  ; j : 917. Sim : 0.5868852; Baja. 
 noticiaun avanza proyecto sede cesar labelurl orgulloun unimedios labelurl  ; j : 918. Sim : 0.43205634; No similar. 
 hospitales necesitan humanizarse jgorthos director general clinunisabana labelurl  ; j : 919. Sim : 0.015552594; No similar. 
 80 ciento encuestados orgulloso orgulloso medellin comovamos  ; j : 920. Sim : -0.025920616; No similar. 
 noticiaun primer traje espacial colombiano elaborado estudiantes labelurl labelurl  ; j : 921. Sim : 0.034683626; No similar. 
 proximo 16 agosto realizaremos openday posgrados inscribase labelurl labelurl  ; j : 922. Sim : 0.24209547; No similar. 
 celebramos cumpleanos numero 363 mejor ano 363motivosparacelebrar labelurl  ; j : 923. Sim : 0.307452; No similar. 
 lectura recomendada prevencion materia ambiental tendencias actuales labelurl labelurl  ; j : 924. Sim : 0.13396198; No similar. 
 librorecomendado actualidad desafios derecho minero colombiano labelurl editorialur labelurl  ; j : 925. Sim : 0.17562568; No similar. 
 canciller ecuador guillaumelong conferencia logrosyretosecuador cancilleriaec embajadaecucol labelu; j : 926. Sim : 0.11260724; No similar. 
 momento concierto temporada sinfonicaeafit acompanar entrega reconocimientos labelurl  ; j : 927. Sim : 0.12396592; No similar. 
 iran sueno persa conquista oriente medio analisis labelurl labelurl  ; j : 928. Sim : 0.27980024; No similar. 
 estudiantes 10 11 12 esperamos manana experienciaeafit labelurl labelurl  ; j : 929. Sim : 0.34570655; No similar. 
 andan facultades escuelas rosario vistazo consejos estudiantiles labelurl labelurl  ; j : 930. Sim : 0.17138; No similar. 
 movilidadunisabana recordamos sistema bus trenusabana rutas alimentadoras c labelurl  ; j : 931. Sim : 0.20299228; No similar. 
 rt uniandesicya felicitaciones departamento ingenieria biomedica cinco anos labelurl  ; j : 932. Sim : 0.30743128; No similar. 
 5 moocs andes 10 mas tomados coursera latinoamerica labelurl labelurl  ; j : 933. Sim : 0.51381063; Baja. 
 articulo unperiodico pliosaurio par villa leyva labelurl unimedios labelurl  ; j : 934. Sim : 0.37115964; No similar. 
 5 moocs andes 10 mas tomados coursera latinoamerica labelurl labelurl  ; j : 935. Sim : 0.51381063; Baja. 
 grandes desafios tiempo repartir espacio vial enriquepenalosa  ; j : 936. Sim : 0.23736745; No similar. 
 paraleer desproposito intervenir areas naturales protegidas unperiodico labelurl labelurl  ; j : 937. Sim : 0.25423926; No similar. 
 noticiaun coro mejores pais orgulloun labelurl via unimedios labelurl  ; j : 938. Sim : 0.68049127; Media. 
 recientemente unisabana recibio reacreditacion 8 anos calidadeducativa colombia labelurl  ; j : 939. Sim : 0.51431227; Baja. 
 rt hernanolano unisabana flores adornan tarde unisabanaradio trenusabana labelurl  ; j : 940. Sim : 0.2774527; No similar. 
 rt culturaunaula sosporelaire respiramos foro expertos paraninfo udea labelurl  ; j : 941. Sim : -0.0018732358; No similar. 
 rt usingenieria escucha bluradioco equipo shellecomarathon2017 unisabana labelurl unisabana  ; j : 942. Sim : 0.3133996; No similar. 
 rt serpilopaga empiezan llegar invitados especiales matchserpilopaga bienvenidos labelurl  ; j : 943. Sim : 0.09555883; No similar. 
 datosabiertos importancia conozca cifras datos abiertos colombia labelurl  ; j : 944. Sim : 0.06090006; No similar. 
 cambalachea habilidades conocimientos 17 mayo dia internet labelurl labelurl  ; j : 945. Sim : 0.23744544; No similar. 
 rt behrentz asi cena quieroestudiar uniandes via eltiempo labelurl  ; j : 946. Sim : 0.4852246; No similar. 
 rt derechousabana bienvenidos opencampus unisabana cpoliticasus cordobamarentes igarzonvallejo labe; j : 947. Sim : 0.27277836; No similar. 
 mide rank uigreenmetric importancia ubicacion obtenida universidad labelurl  ; j : 948. Sim : 0.08137468; No similar. 
 rt comsabana alumnos clase cronica jcmvelandia lanzamiento volveraloscurovalle  ; j : 949. Sim : 0.34067395; No similar. 
