Modulo nnlm-es-dim128-with-normalization-2
Topicos : andrespardoa colombia analisis portafolioco sistema bancorepublica invitamos tasa hoy corficolombiana inflacion economia 
 andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenari; j : 1. Sim : 0.30006486; No similar. 
 binicia presentacion libro estudios sociales pacifico colombiano analiza 6 aspectos sociales labelu; j : 410. Sim : 0.3380542; No similar. 
 regimen cambios internacionales tendra cambios usted ciudadano puede conocer proyecto labelurl  ; j : 411. Sim : 0.275465; No similar. 
 andrespardoa analisis semana 3 inflacion mayo cambio pronostico fin ano 3 32 labelurl  ; j : 412. Sim : 0.50026953; Baja. 
 frasedeldia entrena gente suficientemente bien pueda ir tratala suficientemente bien labelurl  ; j : 413. Sim : 0.122969374; No similar. 
 andrespardoa recomendada columna jrestrp elespectador reforma tributaria estructural justa necesari; j : 414. Sim : 0.32665494; No similar. 
 fepco zona franca hv service do empresas mismo grupo afiliados labelurl  ; j : 415. Sim : 0.1941299; No similar. 
 anifco necesita reforma legal regular flexibilidad nuevos desarrollos financieros enmarcan labelurl; j : 416. Sim : 0.13577631; No similar. 
 top 3 impacto economicoexportaciones china sorprenden alza febrerodeficit comercial eeuu super labe; j : 417. Sim : 0.31896672; No similar. 
 plan trabajar desarrollar programas educacion financiera brindarle ninas ninos adolescent labelurl ; j : 418. Sim : 0.41245434; No similar. 
 bikthor hola victor primera hoja extracto cambio vision mas completa ahorro ah labelurl  ; j : 419. Sim : 0.36088464; No similar. 
 top 3 impacto economicounion europea tomaria represalia posibles aranceles eeuuaumentaron venta lab; j : 420. Sim : 0.2220488; No similar. 
 rafaelenavc6659 visite emi exposicion interactiva tratan temas relacionados dinero inf labelurl  ; j : 421. Sim : 0.25670162; No similar. 
 plan trabajar desarrollar programas educacion financiera brindarle ninas ninos adolescent labelurl ; j : 422. Sim : 0.41245434; No similar. 
 andrespardoa colombia luis felipe henao luisfelipehenao ratificado ministro vivienda minvivienda  ; j : 423. Sim : 0.48192087; No similar. 
 indice confianza consumidor unidos publicado conference board ubico 1287 puntos labelurl  ; j : 424. Sim : 0.39541718; No similar. 
 larepublicaco hacer reforma mercado laboral ajuste sistema pensional presidente porveniroficial lab; j : 425. Sim : 0.3451995; No similar. 
 andrespardoa minhacienda mauriciocard revistadinero 4 concretar cuales eventos extraordinarios q ju; j : 426. Sim : 0.2631321; No similar. 
 banrepcultural undiacomohoy 6 marzo 1927 nacio gabriel garcia marquez aracataca magdalena labelurl ; j : 427. Sim : 0.34600842; No similar. 
 iniciativa trata analizar dimension global realidad pacifico luis armando galvis labelurl  ; j : 428. Sim : 0.36080897; No similar. 
 top 3 impacto economico produccion industrial usa crecio juniotemporada report ganancias labelurl  ; j : 429. Sim : 0.4799999; No similar. 
 acuerdo indice sentix confianza inversores zona euro deterioro abril tercer labelurl  ; j : 430. Sim : 0.3573774; No similar. 
 secreto contratar mejores busca personas quieran cambiar mundo marc benioff  ; j : 431. Sim : 0.042801343; No similar. 
 alquilaebinaria respetada ciudadana ciertamente marcar danar billet obliga tener sacarl labelurl  ; j : 432. Sim : 0.18598852; No similar. 
 instalaciones sonoras arte fuentes sonido intervenidos conectar realidad puede ser c labelurl  ; j : 433. Sim : 0.119777165; No similar. 
 momento damos inicio xviii foro proyecciones economicas 2019 atencion volante labelurl  ; j : 434. Sim : 0.49741557; No similar. 
 reportesdelemisor 2t2018 crecimiento caribe bolivar atlantico cordoba cesar magdalena guaji labelur; j : 435. Sim : 0.46133798; No similar. 
 andrespardoa analisis efecto inflacionario propuesta ref tributaria comision expertos labelurl http; j : 436. Sim : 0.6042196; Baja. 
 vhknhn julnamo bancorepublica cambia billet monedas falsos autenticos aprenda reconocerlos labelurl; j : 437. Sim : 0.27576935; No similar. 
 banrepeduca actividad bancaria netamente privada ano 1880 creo banco nacion labelurl  ; j : 438. Sim : 0.49973243; No similar. 
 informesobreinflacion relacion tasas inter calculos indican tasa inter real po labelurl  ; j : 439. Sim : 0.47009498; No similar. 
 curso buscamos armar programa integro contara componente teorico elevado desconocer labelurl  ; j : 440. Sim : 0.23133777; No similar. 
 undiacomohoy hace 478 anos fundada capital hoy queremos rendirle homenaje labelurl  ; j : 441. Sim : 0.16912872; No similar. 
 jonathanposada0 ciertamente marcar danar billet obliga tener sacarlos circulacion co labelurl  ; j : 442. Sim : 0.23761709; No similar. 
 mercado laboral eeuu mantiene solido eneronnde acuerdo reporte oficina empleo labelurl  ; j : 443. Sim : 0.4693168; No similar. 
 workingpaper 1034 by j sebastian amadortorres nairu unemployment outputgap newkeynesianmodel moneta; j : 444. Sim : 0.2516029; No similar. 
 ganadores categoria xvi concurso ponencias jesus antonio bejarano organizado fenadeco labelurl  ; j : 445. Sim : 0.33000335; No similar. 
 queremos hacerle homenaje profesor marco siempre saco sonrisa alguna fr labelurl  ; j : 446. Sim : 0.07405849; No similar. 
 menuuc7 gentes magdalena medio zonas mas afectadas ustedes contagioradio1 rjacolombia elespecta  ; j : 447. Sim : 0.25725195; No similar. 
 descubrir lugares conocer personas tener aventura extrema mas razonparacelebrar ano cuent labelurl ; j : 448. Sim : 0.21101391; No similar. 
 queremos disfrutes experienciasaval traemos circo sol show inspirado soda stereo  ; j : 449. Sim : 0.08459325; No similar. 
 ganador categoria b xvi concurso ponencias jesus antonio bejarano organizado fenadeco labelurl  ; j : 450. Sim : 0.33731464; No similar. 
 eldiariopereira respetados senores mal titular toda vez investigaciones banco comprometen labelurl ; j : 451. Sim : 0.184472; No similar. 
 hoy conocieron datos ventas minoristas produccion industrial usa evidencio crecimi labelurl  ; j : 452. Sim : 0.28397268; No similar. 
 top 3 impacto economicoconfianza inversores zona euro encima esperadoexportaciones aleman labelurl ; j : 453. Sim : 0.26770967; No similar. 
 andrespardoa fmi advierte profundizara recesion rusia mas sanciones via gfrias  ; j : 454. Sim : 0.55353254; Baja. 
 comparsas talco cosmetico negro caracterizan carnaval negrosyblancos2019 ndescubre viv labelurl  ; j : 455. Sim : 0.020341527; No similar. 
 mas comentarios analisis coyuntura macroeconomica recomendamos seguir andrespardoa economista jefe ; j : 456. Sim : 0.4803786; No similar. 
 aire 730 be foro online perspectivas2018 corficolombiana despacito nntransm labelurl  ; j : 457. Sim : 0.41436958; No similar. 
 top 3 impacto economicoexportaciones japon mantienen crecimiento febrerocrecimiento chile 201 label; j : 458. Sim : 0.33516544; No similar. 
 inflacion 1000000 venezuela solucionnmauricio reina investigador asociado fedesarrollo com labelurl; j : 459. Sim : 0.41891214; No similar. 
 eventosclavedelajornadademanananeeuu 0900 confianza consumidor conference board octnzona euro 05 la; j : 460. Sim : 0.34453046; No similar. 
 andrespardoa analisis reciente fuerte caida dolar colombia peso pesado labelurl  ; j : 461. Sim : 0.5030865; Baja. 
 top 3 impacto economicopedidos maquinaria japon superaron expectativas febreroinflacion china s lab; j : 462. Sim : 0.30369312; No similar. 
 eventosclavedelajornadaneeuu 730 solicitudes iniciales desempleo sepnzona euro 900 confianza labelu; j : 463. Sim : 0.3194673; No similar. 
 eventosclavedelajornadademanananee uu 830 tasa desempleo nzona euro 245 inflacion labelurl  ; j : 464. Sim : 0.49942172; No similar. 
 andrespardoa colombia ciclo normalizacion politica monetaria rezagado analisis portafolioco labelur; j : 465. Sim : 0.7432567; Media. 
 andrespardoa ciclo normalizacion politica monetaria colombia rezagado analisis portafolioco labelur; j : 466. Sim : 0.74325675; Media. 
 andrespardoa analisis devaluacion peso colombiano solidez d economia frente emergentes labelurl  ; j : 467. Sim : 0.6080469; Baja. 
 andrespardoa colombia vulnerable oscilaciones precios internacionales interrupciones produccion pot; j : 468. Sim : 0.45822597; No similar. 
 top3deimpactoeconomicon1aumenta produccion industrial zona euro eneron2reino unido recorta pron lab; j : 469. Sim : 0.35386336; No similar. 
 eventosclavedelajornadademanananzona euro 400 confianza consumidornreino unido 700 decision tasa la; j : 470. Sim : 0.35325107; No similar. 
 top3deimpactoeconomicon1aumenta produccion industrial zona euro eneron2reino unido recorta pron lab; j : 471. Sim : 0.35386336; No similar. 
 economista jefe andrespardoa hablando inflacion colombia cara sello cablenoticias labelurl  ; j : 472. Sim : 0.4777889; No similar. 
 eventosclavedelajornadademanananeeuu 945 indice seguimiento economia pmi octnzona euro 430 labelurl; j : 473. Sim : 0.54955345; Baja. 
 manana conectese foro online perspectivas2018 corficolombiana despacito transmision vivo labelurl  ; j : 474. Sim : 0.47576404; No similar. 
 andrespardoa colombia bancorepublica rezagado ciclo normalizacion tasa inter analisis labelurl  ; j : 475. Sim : 0.746321; Media. 
 bancorepublica publico comentarios proyecto regulacion pr dodm005 metodologia calculo l labelurl  ; j : 476. Sim : 0.6264027; Baja. 
 andrespardoa analisis reciente devaluacion peso colombiano monedas paises emergentes labelurl  ; j : 477. Sim : 0.52213115; Baja. 
 top 3 impacto economicoproduccion industrial zona euro retrocedio febreroinventarios petroleo label; j : 478. Sim : 0.34243384; No similar. 
 reportesdelemisor caqueta cundinamarca huila tolima desaceleracion actividad economica 3t201 labelu; j : 479. Sim : 0.6057203; Baja. 
 bancorepublica publico comentarios proyecto regulacion pr dodm005 metodologia calculo l labelurl  ; j : 480. Sim : 0.6264027; Baja. 
 reducciones tasa inter politica siguen transmitiendo tasas inter prestamos labelurl  ; j : 481. Sim : 0.5298507; Baja. 
 top 3 impacto economicoinflacion chile encima esperado abrilexportaciones china au labelurl  ; j : 482. Sim : 0.17831285; No similar. 
 bancorepublica publico comentarios proyecto regulacion pr dodm005 metodologia calculo l labelurl  ; j : 483. Sim : 0.6264027; Baja. 
 andrespardoa video charla juanlozanor coyuntura economica programa laotracarajl cablenoticias label; j : 484. Sim : 0.4888187; No similar. 
 andrespardoa subira feed tasa inter encuesta labelurl labelurl via wsjmarkets estam  ; j : 485. Sim : 0.55350393; Baja. 
 andrespardoa analisis devaluacion peso argentino impacto mercados financieros emergentes labelurl  ; j : 486. Sim : 0.42647454; No similar. 
 top 3 impacto economicomoodys mejoro perspectiva crediticia brasilpresidente feed afirmo labelurl  ; j : 487. Sim : 0.31186172; No similar. 
 andrespardoa colombia analisis portafolioco decision bancorepublica elevar tasa inter labelurl  ; j : 488. Sim : 0.7803891; Media. 
 top3deimpactoeconomicon1 inflacion reino unido situo encima expectativan2boj mantuvo progr labelurl; j : 489. Sim : 0.39481163; No similar. 
 andrespardoa analisis riesgos baja inflacion peligro deflacion zona euro labelurl  ; j : 490. Sim : 0.51437813; Baja. 
 andrespardoa columna portafolioco renovadas expectativas mayor liquidez mundial mas tiempo labelurl; j : 491. Sim : 0.32845223; No similar. 
 eventosclavedelajornadademananan eeuu 830 reclamaciones iniciales desempleo n eeuu 1000 indice labe; j : 492. Sim : 0.5820572; Baja. 
 andrespardoa analisis portafolioco renovadas expectativas mayor liquidez mundial mas tiempo labelur; j : 493. Sim : 0.44287002; No similar. 
 andrespardoa asi publico columna portafolioco tasas inter negativas mundo labelurl labelurl  ; j : 494. Sim : 0.5996295; Baja. 
 eventosclavedelajornadaneeuu 730 ventas minoristas agoneeuu 830 produccion industrial agonco labelu; j : 495. Sim : 0.2801949; No similar. 
 andrespardoa columna hoy portafolioco tasas inter negativas mundo desarrollado labelurl  ; j : 496. Sim : 0.46702856; No similar. 
 andrespardoa analisis portafolioco ucrania precios internacionales petroleo alimentos fdnietom  ; j : 497. Sim : 0.5542562; Baja. 
 andrespardoa colombia analisis decision bancorepublica elevar tasa inter hora labelurl  ; j : 498. Sim : 0.76030976; Media. 
 andrespardoa columna semana portafolioco expectativa bancorepublica continue bajando tasa d  ; j : 499. Sim : 0.6076198; Baja. 
 andrespardoa mas cerca mas lejos analisis portafolioco futuro politica monetaria eeuu labelurl  ; j : 500. Sim : 0.5987486; Baja. 
 top 3 impacto economicoventas minoristas colombia repuntan enerosolicitudes subsidios desempleo lab; j : 501. Sim : 0.3287755; No similar. 
 bancorepublica publica comentarios proyecto articulo regulacion cambiaria tasa cambio l labelurl  ; j : 502. Sim : 0.56015795; Baja. 
 reportesdelemisor economia region suroccidente conservo crecimiento 3t2018 menor ritmo labelurl  ; j : 503. Sim : 0.5200686; Baja. 
 mas top 3 impacto economico ventas minoristas colombia aumentaron mas esperado mayoperspectiva labe; j : 504. Sim : 0.3980033; No similar. 
 andrespardoa asi publico columna analisis hoy portafolioco historia fin labelurl labelurl  ; j : 505. Sim : 0.57893044; Baja. 
 bancorepublica patrocina estudios instituciones extranjeras profesionales afines artes plasticas la; j : 506. Sim : 0.28063366; No similar. 
 andrespardoa 11 hechos destacan diagnostico fmi colombian labelurl via larepublicaco  ; j : 507. Sim : 0.47907454; No similar. 
 bancorepublica patrocina estudios instituciones extranjeras profesionales afines artes plasticas la; j : 508. Sim : 0.28063366; No similar. 
 bancorepublica patrocina estudios instituciones extranjeras profesionales afines artes plasticas d ; j : 509. Sim : 0.3063344; No similar. 
 bancorepublica patrocina estudios instituciones extranjeras profesionales afines artes plasticas la; j : 510. Sim : 0.28063366; No similar. 
 investigacionesbanrep caida precios carbon afecto negativamente dinamica mercado laboral v labelurl; j : 511. Sim : 0.46310437; No similar. 
 bancorepublica patrocina estudios instituciones extranjeras profesionales afines artes plasticas d ; j : 512. Sim : 0.3063344; No similar. 
 andrespardoa eeuu actividad economica expandiendo ritmo moderado comunicado feed  ; j : 513. Sim : 0.54832476; Baja. 
 invitamos analistas mercado financiero medios comunicacion seguir transmision vivo labelurl  ; j : 514. Sim : 0.47901002; No similar. 
 informesobreinflacion crecimiento peor paso equipo tecnico bancorepublica estima crecimiento labelu; j : 515. Sim : 0.4357428; No similar. 
 invitamos analistas mercado financiero medios comunicacion seguir transmision vivo labelurl  ; j : 516. Sim : 0.47901002; No similar. 
 hoy mloreguti presidente corficolombiana participara panel consensos politicos instituciones u labe; j : 517. Sim : 0.44424888; No similar. 
 andrespardoa japon alza impuestos caida salarios negativo gasto hogares  ; j : 518. Sim : 0.45032772; No similar. 
 lea espebanrep 87 empresas industriales colombianas importan mas exportan importa labelurl  ; j : 519. Sim : 0.21494497; No similar. 
 reportesdelemisor relacion microcredito tercer trimestre demanda nuevos mantuvo estable labelurl  ; j : 520. Sim : 0.33035645; No similar. 
 top3deimpactoeconomicon1 eeuu canada reanudaran conversaciones comercialesn2datos produccion ventas; j : 521. Sim : 0.443619; No similar. 
 andrespardoa ver revaluacion peso banco central europeo analisis portafolioco labelurl  ; j : 522. Sim : 0.4258486; No similar. 
 larepublicaco personas cotizan regularmente personas formadas presidente porveniroficial labelurl i; j : 523. Sim : 0.18177687; No similar. 
 mloreguti presidente corficolombiana enfatiza existe correlacion alta pobreza productiv labelurl  ; j : 524. Sim : 0.29147732; No similar. 
 joseantonioocampo economia mejorado recuperacion todavia lenta inferior crecimiento potencial label; j : 525. Sim : 0.43335292; No similar. 
 andrespardoa columna semana portafolioco feed proximo incremento tasa inter labelurl  ; j : 526. Sim : 0.54283506; Baja. 
 reportesdelemisor crecimiento regresado inflacion cercana meta nivel tasa cambio labelurl  ; j : 527. Sim : 0.40093458; No similar. 
 top 3 impacto economicoimportaciones colombia aumentaron eneroeeuu abandono propuesta contenido lab; j : 528. Sim : 0.26419482; No similar. 
 marchenajr tal oferta hoy hotelesestelar bogota cartagena perdersela miercolesestelar labelurl  ; j : 529. Sim : 0.36031318; No similar. 
 version charlasbanrep responde pregunta factor determinaron desempeno firmas manufac labelurl  ; j : 530. Sim : 0.17352852; No similar. 
 quiere saber bancorepublica controla inflacion aprenda facil rapido complicaciones labelurl  ; j : 531. Sim : 0.42776102; No similar. 
 valdedrama 2000depan deberia valer billones ami dono teleton2018 utiliza  ; j : 532. Sim : 0.16740994; No similar. 
 bancorepublica publico comentarios proyecto articulo regulacion cambiaria operaciones transfe label; j : 533. Sim : 0.5859633; Baja. 
 quiere saber bancorepublica controla inflacion aprenda facil rapido complicaciones labelurl  ; j : 534. Sim : 0.42776102; No similar. 
 eventosclavedelajornadademananan eeuu 830 reporte empleo novneeuu 1000 confianza consumi labelurl  ; j : 535. Sim : 0.40502352; No similar. 
 quiere saber bancorepublica controla inflacion aprenda facil rapido complicaciones labelurl  ; j : 536. Sim : 0.42776102; No similar. 
 informesobreinflacion 2t contribucion exportaciones netas crecimiento habria sido menor labelurl  ; j : 537. Sim : 0.42598537; No similar. 
 bandrespardoa fitch eleva calificacion crediticia banco bogota bb bbb  ; j : 538. Sim : 0.4930633; No similar. 
 angelaquilopez bancorepublica laboran profesionales egresados universidades publicas privadas dif l; j : 539. Sim : 0.41804752; No similar. 
 top 3 impacto economicotrump reabrio posibilidad encuentro lider norcoreanocongreso espanol labelur; j : 540. Sim : 0.29850793; No similar. 
 andrespardoa ultimo mes aumentaron riesgos alza pesan inflacion bancorepublica  ; j : 541. Sim : 0.51742244; Baja. 
 reinamauricio ravilapinto miguel largacha comparten perspectivas economicas foro portafolioco label; j : 542. Sim : 0.47375858; No similar. 
 vengan zona vip vivan todas experiencias preparadas ustedes storylandconaval labelurl  ; j : 543. Sim : 0.14058085; No similar. 
 dariobeltran5 grupoavalco hola dario primera hoja extracto cambio vision mas complet labelurl  ; j : 544. Sim : 0.41018; No similar. 
 acuerdo declaraciones larry kudlow presidente eeuu presidente china reuniran c labelurl  ; j : 545. Sim : 0.33488607; No similar. 
 andrespardoa colombia minvivienda responde casas gratis labelurl via elespectador luisfelipehenao  ; j : 546. Sim : 0.5529904; Baja. 
 andrespardoa colombia fichas rompecabezas nueva reforma tributaria labelurl via larepublicaco  ; j : 547. Sim : 0.5510199; Baja. 
 siga hoy vivo partir 1230 pm transmision presentacion informesobreinflacion q labelurl  ; j : 548. Sim : 0.4128797; No similar. 
 eventosclavedelajornadademananan eeuu 830 peticiones iniciales desempleon eeuu 1030 inventarios lab; j : 549. Sim : 0.3468241; No similar. 
 reportesdelemisor expectativas inflacion 2019 acuerdo encuesta realizada mediados marz labelurl  ; j : 550. Sim : 0.3949208; No similar. 
 empresario siempre busca cambio responde explota oportunidad peter drucker  ; j : 551. Sim : 0.0957378; No similar. 
 andrespardoa excelente trabajo equipo investigaciones economicas corficolombiana acertados pronosti; j : 552. Sim : 0.40977085; No similar. 
 kristililley seguros cancer yodecidiavanzar bancosaval libertdad hora escoger tratam  ; j : 553. Sim : 0.36776376; No similar. 
 reportesdelemisor expectativas inflacion 2019 acuerdo encuesta realizada mediados marz labelurl  ; j : 554. Sim : 0.3949208; No similar. 
 panelistas participan jueves casagrandecarib firman balon muestra simbolica co labelurl  ; j : 555. Sim : 0.26784447; No similar. 
 bailen ninos vivan carnavaldetodosbdb rodeados amor alegria demostremos carnaval labelurl  ; j : 556. Sim : 0.33841848; No similar. 
 libro salud colombia perspectiva regional 10 ensayos convierten recomendaciones labelurl  ; j : 557. Sim : 0.44739684; No similar. 
 banrepcultural arte patrimonio colombiano estan tomando bogeldorado galeriaeldorado nbancorepublica; j : 558. Sim : 0.21927725; No similar. 
 semana libro vuelve leer ensenale hijos mantener habito mas recuerdas labelurl  ; j : 559. Sim : 0.17538027; No similar. 
 top 3 impacto economicoventas vivienda nueva eeuu superaron estimacionesinventarios petroleo labelu; j : 560. Sim : 0.32277355; No similar. 
 javiermospina carlosaugurojas hola javier primera hoja extracto cambio vision mas co labelurl  ; j : 561. Sim : 0.4049134; No similar. 
 creeresvivirjuntoslanavidad hoy damos increibles ideas decorar arbol figuras navidenas labelurl  ; j : 562. Sim : 0.12932113; No similar. 
 adolfomeisel codirector bancorepublica explica criterios calificacion tendran ensayos par labelurl ; j : 563. Sim : 0.37642592; No similar. 
 marco renegociacion tlcan hoy reanudaran conversaciones eeuu canada fin labelurl  ; j : 564. Sim : 0.38283414; No similar. 
 nicollevilaro estimada senora vilaronconsulte condiciones cambiabilidad billet monedas emitidos lab; j : 565. Sim : 0.2876177; No similar. 
 hotelesestelar 15 destinos estelar disfrutes fin semana bancosaval hotelesestelar labelurl  ; j : 566. Sim : 0.19596076; No similar. 
 nicollevilaro estimada senora vilaronconsulte condiciones cambiabilidad billet monedas emitidos lab; j : 567. Sim : 0.2876177; No similar. 
 andrespardoa cree debe hacer bancorepublica tasa inter reunion hoy  ; j : 568. Sim : 0.6014287; Baja. 
 presidente estadounidense lider chino afirmaron jueves estan preparados reunion labelurl  ; j : 569. Sim : 0.26052034; No similar. 
 pocos minutos conectate hoy 400 pm facebook live emprendimiento labelurl  ; j : 570. Sim : 0.24377707; No similar. 
 top3deimpactoeconomicon1cae produccion industrial zona euro novn2continua cierre gobierno est label; j : 571. Sim : 0.44514453; No similar. 
 importante controlar inflacion entorno precios bajos preserva poder adquisit labelurl  ; j : 572. Sim : 0.36029822; No similar. 
 hoy encontramos medellin foro perspectivas economicas portafolioco camaramedellin porve labelurl  ; j : 573. Sim : 0.5938918; Baja. 
 carrozas carnaval oportunidad unica apreciar cerca labor artistas departamento  ; j : 574. Sim : 0.18066816; No similar. 
 hotelesestelar reserva fin semana hotel 5 estrellas medellin miercolesestelar labelurl htt  ; j : 575. Sim : 0.32003692; No similar. 
 hoy segundo dia feriadecreditosaval invitamos cc gran estacion falten labelurl  ; j : 576. Sim : 0.33623728; No similar. 
 top3deimpactoeconomicon1banco republica mantuvo tasa inter anuncio programa acumulacion res labelur; j : 577. Sim : 0.5337768; Baja. 
 hoy feriadeflores espectaculos narracion oral disfrutaran xviii festival internacional d labelurl  ; j : 578. Sim : 0.29672664; No similar. 
 juancaortiz14 porquesera amigos trabajan viajan locos jajaja buena campana labelurl  ; j : 579. Sim : 0.09959239; No similar. 
 clave dinero destinado imprevistos liquidez inmediata puedas disponer rapidez  ; j : 580. Sim : 0.16539901; No similar. 
 lovebogota presentacion equipoporvenir2019 afrontara varios retos atletismo ano media  ; j : 581. Sim : 0.29368287; No similar. 
 informealcongreso radica parlamento colombiano conformidad articulo 5 ley 31 1992 labelurl  ; j : 582. Sim : 0.35900676; No similar. 
 gapsmtrj podamos explicarle importante registre consulta sistema atencion ci labelurl  ; j : 583. Sim : 0.36999184; No similar. 
 lilopenuela feloarias consulte condiciones cambiabilidad billet monedas emitidos banco l labelurl  ; j : 584. Sim : 0.32907218; No similar. 
 andrespardoa analisis portafolioco colombia medio crisis mercados emergentes juliocromeroa labelurl; j : 585. Sim : 0.62338406; Baja. 
 albertgiss ipc indice precios consumidor inflacion indicadores precios diferen labelurl  ; j : 586. Sim : 0.5362443; Baja. 
 joseferrer13 hola joseferrer13 confirmamos oficina calle 82 5133 barranquilla cuenta c labelurl  ; j : 587. Sim : 0.43067703; No similar. 
 principales vulnerabilidades estabilidad financiera efecto rezagado bajo crecimiento materializa la; j : 588. Sim : 0.18623042; No similar. 
 bandrespardoa uncertainty over the approval of structural tax reform in the 2nd half of 2016 could ; j : 589. Sim : 0.29251477; No similar. 
 andrespardoa colombia tasa desempleo cae 9 abril vs 102 hace ano tasa ocupacion 581 vs 57 hace ano ; j : 590. Sim : 0.58158183; Baja. 
 andrespardoa corficolombiana profesion peligro analisis portafolioco andrespardoa labelurl http  ; j : 591. Sim : 0.6232977; Baja. 
 top 3 impacto economicoconfianza inversores alemanes deterioro abrilconfianza consumidor labelurl  ; j : 592. Sim : 0.20761557; No similar. 
 juanescus elcolombiano invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 593. Sim : 0.34948704; No similar. 
 kitty91 elcolombiano invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 594. Sim : 0.41611764; No similar. 
 eventosclavedelajornadademanananeeuu 830 indice precios productor octneeuu 1000 indice labelurl  ; j : 595. Sim : 0.36536026; No similar. 
 myvalledupar valleduparcol invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 596. Sim : 0.40492308; No similar. 
 eventosclavedelajornadademananan japon 1850 indice precios productor novninformediariodemercado aq ; j : 597. Sim : 0.43981844; No similar. 
 top 3 impacto economicoventas minoristas eeuu encima esperadoconfianza consumidores labelurl  ; j : 598. Sim : 0.30177987; No similar. 
 aris1957 banrepublica invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 599. Sim : 0.38219535; No similar. 
 efecto caida demanda manufacturas colombianas venezuela choque efect labelurl  ; j : 600. Sim : 0.41019478; No similar. 
 danielmoralessh invitamos registrar queja sistema atencion ciudadano labelurl banrepcultural  ; j : 601. Sim : 0.36399034; No similar. 
 acuerdo indice publicado universidad michigan confianza consumidores unid labelurl  ; j : 602. Sim : 0.38484967; No similar. 
 andrespardoa analisis portafolioco persistencia holgadas condiciones liquidez global labelurl  ; j : 603. Sim : 0.44982645; No similar. 
 manana trabajaremos comisionverdadc conversar memoria historica violencia antisindical q labelurl  ; j : 604. Sim : 0.48501956; No similar. 
 josemmartinbote mauriciocard invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 605. Sim : 0.44031143; No similar. 
 indice universidad michigan mide confianza consumidores unidos lectura p labelurl  ; j : 606. Sim : 0.4093178; No similar. 
 manana trabajaremos comisionverdadc conversar memoria historica violencia antisindical q labelurl  ; j : 607. Sim : 0.48501956; No similar. 
 eventosclavedelajornadanzona euro 400 inflacion sepncolombia tasa desempleo agonconoce labelurl  ; j : 608. Sim : 0.46019375; No similar. 
 andresduende1 hermodsas invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 609. Sim : 0.4518062; No similar. 
 andrespardoa analisis urgencia reforma tributaria colombia mismo ano labelurl labelurl  ; j : 610. Sim : 0.6220382; Baja. 
 charlasbanrep margarita gafaro franz hamann reinamauricio hablan impacto labelurl  ; j : 611. Sim : 0.09713877; No similar. 
 dinastiaflorez wradiocolombia museosbanrep banrepcultural conciertosbr banrep143 revistadinero port; j : 612. Sim : 0.12396253; No similar. 
 andresmiguelg banrepcultural invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 613. Sim : 0.4283136; No similar. 
 cinelaboral hoy ciclo cinelaboral nladron bicicletas n600 pm labelurl  ; j : 614. Sim : 0.24722013; No similar. 
 andrespardoa bancorepublica seguira subiendo tasa inter columna portafolioco labelurl labelurl  ; j : 615. Sim : 0.5819032; Baja. 
 andrespardoa analisis semana portafolioco normalizacion politica monetaria colombia labelurl  ; j : 616. Sim : 0.74703914; Media. 
 top3deimpactoeconomicon1la actividad economica registrado sorpresas bajistasn2la actividad economic; j : 617. Sim : 0.43772107; No similar. 
 top3deimpactoeconomicon1se desacelera crecimiento economico reino unido 2018n2reinician conversac l; j : 618. Sim : 0.3912846; No similar. 
 andrespardoa colombia decision bancorepublica aumentar tasa referencia mayoria  ; j : 619. Sim : 0.7403165; Media. 
 asi publico analisis hoy portafolioco apreton cinturon andrespardoa labelurl labelurl  ; j : 620. Sim : 0.6083798; Baja. 
 top3deimpactoeconomicon1consenso tlca eeuu mexicoestaria cercan2eeuu china reanudaran ne labelurl  ; j : 621. Sim : 0.2568724; No similar. 
 eventosclavedelajornadaneeuu 600 aplicaciones hipotecasnchina 2030 indice precios consumidor labelu; j : 622. Sim : 0.43145046; No similar. 
 fomentar ahorro impulsar crecimiento economico gmw2019colombia globalmoneyweek2019 gmw2019 labelurl; j : 623. Sim : 0.3733298; No similar. 
 asi publico analisis hoy portafolioco bajos impactos andrespardoa labelurl labelurl  ; j : 624. Sim : 0.5730098; Baja. 
 asi publico analisis hoy portafolioco pesos contrapesos andrespardoa labelurl labelurl  ; j : 625. Sim : 0.6255732; Baja. 
 asi publico analisis hoy portafolioco inflacion altura andrespardoa labelurl labelurl  ; j : 626. Sim : 0.65737253; Baja. 
 fomentar ahorro impulsar crecimiento economico gmw2019colombia globalmoneyweek2019 gmw2019 labelurl; j : 627. Sim : 0.3733298; No similar. 
 andrespardoa argentinos estan pesimistas fundamentales economia fragiles andresvelasco labelurl  ; j : 628. Sim : 0.42737705; No similar. 
 fomentar ahorro impulsar crecimiento economico gmw2019colombia globalmoneyweek2019 gmw2019 labelurl; j : 629. Sim : 0.3733298; No similar. 
